Time period,Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
2017-2018,612,-1,0,0,805.5721947,Pocillopora,born,none
2017-2018,613,-1,1,0,227.0834654,Pocillopora,born,none
2017-2018,614,-1,2,0,13.30400547,Pocillopora,born,none
2017-2018,615,-1,8,0,15.49912193,Pocillopora_dead,born,none
2017-2018,616,-1,9,0,19.7960402,Pocillopora,born,none
2017-2018,617,-1,10,0,3.674820481,Pocillopora,born,none
2017-2018,618,-1,11,0,21.48903488,Pocillopora_dead,born,none
2017-2018,619,-1,13,0,83.30778039,Pocillopora_dead,born,none
2017-2018,620,-1,17,0,109.5780811,Pocillopora,born,none
2017-2018,621,-1,24,0,19.76937886,Pocillopora_dead,born,none
2017-2018,622,-1,26,0,24.93723403,Pocillopora_dead,born,none
2017-2018,623,-1,27,0,50.37214628,Pocillopora_dead,born,none
2017-2018,624,-1,39,0,43.72903066,Pocillopora,born,none
2017-2018,625,-1,43,0,104.6324037,Pocillopora,born,none
2017-2018,626,-1,45,0,30.21617808,Pocillopora,born,none
2017-2018,627,-1,50,0,19.27614419,Acropora,born,none
2017-2018,628,-1,51,0,14.0416357,Pocillopora,born,none
2017-2018,629,-1,55,0,107.4585051,Pocillopora,born,none
2017-2018,630,-1,59,0,137.825764,Pocillopora,born,none
2017-2018,631,-1,62,0,4.652402713,Pocillopora,born,none
2017-2018,632,-1,66,0,85.24072707,Pocillopora_dead,born,none
2017-2018,633,-1,69,0,325.1305197,Pocillopora_dead,born,none
2017-2018,634,-1,74,0,38.03683594,Pocillopora_dead,born,none
2017-2018,635,-1,77,0,71.18576071,Pocillopora_dead,born,none
2017-2018,64,-1,78,0,18.99175663,Pocillopora,born,none
2017-2018,636,-1,81,0,54.59796766,Pocillopora,born,none
2017-2018,637,-1,83,0,38.92554706,Pocillopora_dead,born,none
2017-2018,638,-1,84,0,12.41529435,Pocillopora,born,none
2017-2018,639,-1,86,0,7.087471182,Pocillopora_dead,born,none
2017-2018,640,-1,91,0,31.08711498,Pocillopora_dead,born,none
2017-2018,641,-1,93,0,105.0234366,Pocillopora_dead,born,none
2017-2018,642,-1,99,0,108.0850464,Pocillopora,born,none
2017-2018,643,-1,102,0,11.21109078,Pocillopora,born,none
2017-2018,644,-1,109,0,12.14423745,Pocillopora,born,none
2017-2018,645,-1,116,0,55.424469,Pocillopora,born,none
2017-2018,646,-1,120,0,5.92770317,Pocillopora,born,none
2017-2018,647,-1,121,0,24.52398336,Pocillopora_dead,born,none
2017-2018,648,-1,123,0,41.0628973,Pocillopora,born,none
2017-2018,649,-1,126,0,17.42762506,Pocillopora,born,none
2017-2018,650,-1,128,0,179.1108391,Acropora,born,none
2017-2018,651,-1,133,0,26.15032471,Pocillopora,born,none
2017-2018,652,-1,138,0,28.22102162,Pocillopora_dead,born,none
2017-2018,653,-1,139,0,118.2741194,Pocillopora_dead,born,none
2017-2018,654,-1,142,0,85.10297685,Pocillopora_dead,born,none
2017-2018,655,-1,148,0,11.29107478,Pocillopora_dead,born,none
2017-2018,121,-1,149,0,9.304805426,Pocillopora_dead,born,none
2017-2018,656,-1,150,0,19.62718509,Pocillopora_dead,born,none
2017-2018,657,-1,152,0,5.652202723,Acropora,born,none
2017-2018,108,-1,153,0,126.3658342,Pocillopora_dead,born,none
2017-2018,658,-1,154,0,87.00481865,Pocillopora_dead,born,none
2017-2018,659,-1,157,0,54.05585387,Pocillopora,born,none
2017-2018,660,-1,161,0,145.9396966,Pocillopora,born,none
2017-2018,661,-1,165,0,13.50840902,Pocillopora,born,none
2017-2018,662,-1,166,0,304.7968093,Pocillopora,born,none
2017-2018,663,-1,168,0,83.93876528,Pocillopora_dead,born,none
2017-2018,664,-1,176,0,57.50849658,Pocillopora_dead,born,none
2017-2018,665,-1,179,0,54.8334761,Pocillopora,born,none
2017-2018,666,-1,183,0,35.60176747,Pocillopora_dead,born,none
2017-2018,667,-1,184,0,16.51669617,Pocillopora_dead,born,none
2017-2018,668,-1,186,0,82.71234394,Pocillopora,born,none
2017-2018,669,-1,187,0,61.03223617,Pocillopora_dead,born,none
2017-2018,135,-1,194,0,34.84636302,Pocillopora,born,none
2017-2018,670,-1,195,0,33.526627,Pocillopora_dead,born,none
2017-2018,157,-1,196,0,64.67595176,Pocillopora_dead,born,none
2017-2018,671,-1,198,0,62.19644773,Pocillopora,born,none
2017-2018,672,-1,199,0,94.00341872,Pocillopora,born,none
2017-2018,673,-1,201,0,23.97298246,Pocillopora_dead,born,none
2017-2018,138,-1,203,0,2.839432028,Pocillopora,born,none
2017-2018,674,-1,210,0,47.47939159,Pocillopora_dead,born,none
2017-2018,190,-1,216,0,76.89572966,Pocillopora_dead,born,none
2017-2018,675,-1,217,0,70.02154914,Pocillopora_dead,born,none
2017-2018,676,-1,219,0,57.47294813,Pocillopora,born,none
2017-2018,677,-1,223,0,40.52078352,Pocillopora_dead,born,none
2017-2018,678,-1,226,0,134.2042662,Pocillopora,born,none
2017-2018,163,-1,231,0,177.9866196,Pocillopora,born,none
2017-2018,679,-1,233,0,101.9307219,Pocillopora_dead,born,none
2017-2018,680,-1,235,0,9.758048098,Pocillopora_dead,born,none
2017-2018,681,-1,239,0,18.52073974,Pocillopora_dead,born,none
2017-2018,682,-1,248,0,31.64255943,Pocillopora_dead,born,none
2017-2018,683,-1,252,0,20.99580021,Pocillopora_dead,born,none
2017-2018,684,-1,254,0,110.9822447,Pocillopora_dead,born,none
2017-2018,685,-1,255,0,11.53102678,Pocillopora_dead,born,none
2017-2018,686,-1,262,0,171.2635199,Pocillopora,born,none
2017-2018,687,-1,263,0,123.0998208,Pocillopora,born,none
2017-2018,688,-1,265,0,6.447599176,Pocillopora_dead,born,none
2017-2018,689,-1,266,0,80.85049414,Pocillopora_dead,born,none
2017-2018,690,-1,270,0,63.15625574,Pocillopora,born,none
2017-2018,691,-1,271,0,18.95176463,Pocillopora,born,none
2017-2018,692,-1,272,0,10.84671922,Pocillopora,born,none
2017-2018,693,-1,273,0,49.5100965,Pocillopora_dead,born,none
2017-2018,694,-1,279,0,8.527183196,Pocillopora_dead,born,none
2017-2018,690,-1,280,0,154.3868958,Pocillopora,born,none
2017-2018,695,-1,283,0,141.3095116,Pocillopora,born,none
2017-2018,696,-1,290,0,22.28443133,Pocillopora,born,none
2017-2018,697,-1,291,0,34.03319234,Pocillopora,born,none
2017-2018,698,-1,294,0,214.4415497,Pocillopora_dead,born,none
2017-2018,699,-1,296,0,13.11293258,Pocillopora,born,none
2017-2018,700,-1,298,0,51.33195429,Pocillopora,born,none
2017-2018,701,-1,300,0,29.62962874,Pocillopora,born,none
2017-2018,702,-1,304,0,18.37410241,Pocillopora_dead,born,none
2017-2018,703,-1,306,0,12.85520635,Pocillopora_dead,born,none
2017-2018,704,-1,307,0,180.6083174,Pocillopora,born,none
2017-2018,705,-1,313,0,23.58639312,Pocillopora,born,none
2017-2018,235,-1,314,0,68.6751518,Pocillopora_dead,born,none
2017-2018,706,-1,315,0,54.0736281,Pocillopora,born,none
2017-2018,707,-1,317,0,99.57119388,Acropora,born,none
2017-2018,708,-1,319,0,6.678664067,Acropora,born,none
2017-2018,709,-1,324,0,64.21382198,Pocillopora_dead,born,none
2017-2018,710,-1,330,0,56.47314812,Pocillopora_dead,born,none
2017-2018,711,-1,336,0,43.89344222,Acropora,born,none
2017-2018,712,-1,348,0,40.14308129,Pocillopora_dead,born,none
2017-2018,713,-1,349,0,77.0112621,Pocillopora_dead,born,none
2017-2018,714,-1,350,0,23.77746602,Pocillopora_dead,born,none
2017-2018,715,-1,353,0,68.76402291,Pocillopora,born,none
2017-2018,716,-1,354,0,87.47139199,Pocillopora_dead,born,none
2017-2018,716,-1,359,0,78.33544167,Pocillopora_dead,born,none
2017-2018,262,-1,362,0,37.54360126,Pocillopora,born,none
2017-2018,717,-1,366,0,56.67755168,Pocillopora_dead,born,none
2017-2018,718,-1,367,0,16.47670416,Pocillopora,born,none
2017-2018,719,-1,378,0,44.635516,Pocillopora,born,none
2017-2018,720,-1,384,0,63.16958641,Acropora,born,none
2017-2018,721,-1,386,0,13.02850502,Pocillopora_dead,born,none
2017-2018,722,-1,388,0,11.92205967,Pocillopora_dead,born,none
2017-2018,723,-1,391,0,11.97093879,Pocillopora_dead,born,none
2017-2018,724,-1,401,0,12.0198179,Pocillopora_dead,born,none
2017-2018,725,-1,409,0,2.052922687,Pocillopora,born,none
2017-2018,726,-1,413,0,52.20289119,Pocillopora_dead,born,none
2017-2018,727,-1,423,0,97.6382472,Pocillopora,born,none
2017-2018,728,-1,426,0,105.5077842,Pocillopora_dead,born,none
2017-2018,729,-1,427,0,1.635228461,Pocillopora_dead,born,none
2017-2018,730,-1,430,0,26.86573716,Pocillopora_dead,born,none
2017-2018,731,-1,437,0,50.85205029,Pocillopora_dead,born,none
2017-2018,732,-1,440,0,56.06878456,Pocillopora_dead,born,none
2017-2018,733,-1,445,0,176.4846978,Pocillopora,born,none
2017-2018,734,-1,449,0,90.60854224,Pocillopora,born,none
2017-2018,735,-1,451,0,243.6268229,Pocillopora,born,none
2017-2018,736,-1,454,0,54.68239521,Pocillopora,born,none
2017-2018,737,-1,455,0,42.63591598,Pocillopora_dead,born,none
2017-2018,738,-1,459,0,92.25265781,Pocillopora,born,none
2017-2018,739,-1,461,0,136.1416565,Pocillopora_dead,born,none
2017-2018,328,-1,462,0,11.06000989,Pocillopora_dead,born,none
2017-2018,740,-1,463,0,30.10508919,Pocillopora_dead,born,none
2017-2018,741,-1,466,0,71.8478505,Pocillopora,born,none
2017-2018,742,-1,469,0,22.07558422,Pocillopora_dead,born,none
2017-2018,743,-1,472,0,23.96409535,Pocillopora,born,none
2017-2018,744,-1,474,0,16.04123572,Pocillopora_dead,born,none
2017-2018,745,-1,480,0,11.35772811,Pocillopora_dead,born,none
2017-2018,746,-1,482,0,157.8750869,Pocillopora_dead,born,none
2017-2018,747,-1,483,0,36.62378526,Pocillopora_dead,born,none
2017-2018,748,-1,490,0,26.1814296,Pocillopora_dead,born,none
2017-2018,749,-1,495,0,57.03303613,Pocillopora,born,none
2017-2018,750,-1,497,0,50.33659784,Pocillopora_dead,born,none
2017-2018,751,-1,499,0,6.434268509,Pocillopora_dead,born,none
2017-2018,752,-1,500,0,30.28727497,Pocillopora_dead,born,none
2017-2018,753,-1,501,0,61.10777661,Pocillopora,born,none
2017-2018,441,-1,509,0,19.31613619,Pocillopora_dead,born,none
2017-2018,754,-1,511,0,19.15616819,Pocillopora_dead,born,none
2017-2018,755,-1,512,0,35.84616303,Pocillopora,born,none
2017-2018,756,-1,520,0,39.40545106,Pocillopora_dead,born,none
2017-2018,757,-1,523,0,26.23030871,Pocillopora_dead,born,none
2017-2018,758,-1,527,0,19.44499931,Pocillopora_dead,born,none
2017-2018,759,-1,530,0,134.9507836,Pocillopora_dead,born,none
2017-2018,760,-1,532,0,11.73543034,Pocillopora_dead,born,none
2017-2018,761,-1,542,0,612.0820097,Pocillopora,born,none
2017-2018,762,-1,544,0,47.84376315,Pocillopora_dead,born,none
2017-2018,763,-1,547,0,48.42586893,Pocillopora_dead,born,none
2017-2018,764,-1,550,0,22.30664911,Pocillopora,born,none
2017-2018,765,-1,557,0,31.21153453,Pocillopora_dead,born,none
2017-2018,766,-1,559,0,21.39572021,Pocillopora_dead,born,none
2017-2018,767,-1,561,0,53.51818365,Pocillopora,born,none
2017-2018,768,-1,562,0,16.52558328,Pocillopora,born,none
2017-2018,769,-1,563,0,52.13623785,Pocillopora_dead,born,none
2017-2018,770,-1,565,0,22.36441533,Pocillopora,born,none
2017-2018,771,-1,571,0,71.69676961,Pocillopora_dead,born,none
2017-2018,772,-1,575,0,43.63127244,Pocillopora,born,none
2017-2018,773,-1,580,0,31.98471321,Pocillopora_dead,born,none
2017-2018,774,-1,585,0,13.85944992,Pocillopora_dead,born,none
2017-2018,775,-1,587,0,130.2361711,Pocillopora_dead,born,none
2017-2018,776,-1,591,0,7.154124516,Pocillopora_dead,born,none
2017-2018,777,-1,595,0,80.41058214,Pocillopora,born,none
2017-2018,778,-1,596,0,64.24937042,Pocillopora_dead,born,none
2017-2018,779,-1,601,0,39.34768484,Acropora,born,none
2017-2018,780,-1,602,0,125.677083,Pocillopora,born,none
2017-2018,781,-1,609,0,25.3104927,Pocillopora_dead,born,none
2017-2018,782,-1,610,0,34.07318434,Pocillopora_dead,born,none
2017-2018,783,-1,613,0,19.29391842,Pocillopora_dead,born,none
2017-2018,784,-1,615,0,57.20189124,Pocillopora,born,none
2017-2018,785,-1,621,0,11.59768012,Pocillopora_dead,born,none
2017-2018,786,-1,627,0,7.936190302,Pocillopora_dead,born,none
2017-2018,787,-1,628,0,73.10537673,Pocillopora,born,none
2017-2018,788,-1,629,0,63.27623174,Pocillopora,born,none
2017-2018,789,-1,633,0,48.74580493,Pocillopora_dead,born,none
2017-2018,790,-1,639,0,93.96787027,Pocillopora_dead,born,none
2017-2018,791,-1,641,0,79.2330399,Pocillopora_dead,born,none
2017-2018,792,-1,646,0,38.20569105,Pocillopora_dead,born,none
2017-2018,793,-1,647,0,339.2565829,Pocillopora,born,none
2017-2018,794,-1,653,0,71.74564872,Pocillopora_dead,born,none
2017-2018,795,-1,654,0,59.47254815,Pocillopora_dead,born,none
2017-2018,796,-1,656,0,81.97471371,Pocillopora_dead,born,none
2017-2018,797,-1,657,0,72.6076985,Pocillopora,born,none
2017-2018,798,-1,661,0,20.01377442,Pocillopora,born,none
2017-2018,799,-1,663,0,11.39327656,Pocillopora_dead,born,none
2017-2018,800,-1,666,0,17.23210862,Pocillopora_dead,born,none
2017-2018,801,-1,669,0,40.10753285,Pocillopora_dead,born,none
2017-2018,802,-1,670,0,37.81465816,Pocillopora_dead,born,none
2017-2018,803,-1,671,0,34.01541812,Pocillopora_dead,born,none
2017-2018,804,-1,673,0,38.49452216,Pocillopora_dead,born,none
2017-2018,805,-1,674,0,171.552351,Pocillopora,born,none
2017-2018,806,-1,676,0,4.376902266,Pocillopora_dead,born,none
2017-2018,807,-1,677,0,100.1977352,Pocillopora,born,none
2017-2018,808,-1,680,0,29.02086162,Pocillopora_dead,born,none
2017-2018,809,-1,681,0,33.62438523,Pocillopora,born,none
2017-2018,810,-1,684,0,9.526983206,Pocillopora,born,none
2017-2018,811,-1,686,0,34.29091857,Pocillopora,born,none
2017-2018,812,-1,687,0,69.09284602,Pocillopora_dead,born,none
2017-2018,809,-1,689,0,15.36137171,Pocillopora,born,none
2017-2018,813,-1,692,0,26.63022871,Pocillopora_dead,born,none
2017-2018,814,-1,695,0,20.7069691,Pocillopora,born,none
2017-2018,815,-1,697,0,60.53011438,Pocillopora_dead,born,none
2017-2018,816,-1,701,0,51.32751074,Pocillopora,born,none
2017-2018,547,-1,702,0,39.18771684,Pocillopora,born,none
2017-2018,817,-1,705,0,12.52193968,Pocillopora,born,none
2017-2018,818,-1,706,0,70.9369216,Pocillopora_dead,born,none
2017-2018,819,-1,707,0,64.18271709,Pocillopora,born,none
2017-2018,820,-1,710,0,110.1246384,Pocillopora_dead,born,none
2017-2018,821,-1,711,0,26.52802693,Acropora,born,none
2017-2018,822,-1,714,0,61.43215617,Pocillopora,born,none
2017-2018,823,-1,715,0,132.2535453,Pocillopora_dead,born,none
2017-2018,824,-1,719,0,20.9869131,Pocillopora_dead,born,none
2017-2018,552,-1,720,0,41.11177641,Pocillopora,born,none
2017-2018,825,-1,721,0,47.67046448,Pocillopora_dead,born,none
2017-2018,826,-1,723,0,112.8129896,Pocillopora_dead,born,none
2017-2018,827,-1,724,0,16.71221261,Pocillopora,born,none
2017-2018,828,-1,726,0,171.7123191,Pocillopora,born,none
2017-2018,829,-1,731,0,39.3210235,Pocillopora_dead,born,none
2017-2018,830,-1,733,0,24.44844291,Pocillopora,born,none
2017-2018,831,-1,737,0,31.1848732,Pocillopora_dead,born,none
2017-2018,832,-1,739,0,63.86722464,Pocillopora,born,none
2017-2018,833,-1,741,0,18.27190063,Pocillopora,born,none
2017-2018,834,-1,743,0,52.6116983,Pocillopora,born,none
2017-2018,835,-1,746,0,27.51893983,Pocillopora,born,none
2017-2018,836,-1,749,0,57.77510991,Pocillopora,born,none
2017-2018,837,-1,752,0,42.8847551,Pocillopora_dead,born,none
2017-2018,838,-1,754,0,40.59188041,Pocillopora_dead,born,none
2017-2018,839,-1,755,0,36.4993657,Pocillopora_dead,born,none
2017-2018,840,-1,757,0,33.84656301,Pocillopora,born,none
2017-2018,841,-1,763,0,94.13672539,Pocillopora,born,none
2017-2018,842,-1,764,0,22.15112467,Pocillopora,born,none
2017-2018,843,-1,770,0,117.3720776,Pocillopora,born,none
2017-2018,844,-1,771,0,14.2415957,Pocillopora_dead,born,none
2017-2018,845,-1,773,0,148.0326113,Pocillopora,born,none
2017-2018,846,-1,778,0,10.59343655,Acropora,born,none
2017-2018,847,-1,779,0,24.55508825,Pocillopora_dead,born,none
2017-2018,848,-1,780,0,64.5915242,Pocillopora,born,none
2017-2018,849,-1,783,0,70.35037226,Acropora,born,none
2017-2018,850,-1,786,0,29.2030474,Pocillopora,born,none
2017-2018,851,-1,787,0,199.3023558,Pocillopora_dead,born,none
2017-2018,852,-1,790,0,74.44288697,Pocillopora,born,none
2017-2018,853,-1,794,0,105.1522997,Pocillopora,born,none
2017-2018,854,-1,796,0,19.80048375,Pocillopora,born,none
2017-2018,852,-1,798,0,13.39287658,Pocillopora,born,none
2017-2018,855,-1,801,0,6.865293402,Pocillopora_dead,born,none
2017-2018,856,-1,803,0,99.29124988,Pocillopora,born,none
2017-2018,857,-1,804,0,113.0840465,Pocillopora_dead,born,none
2017-2018,858,-1,805,0,45.35092845,Pocillopora,born,none
2017-2018,0,0,-1,96.66510852,0,Pocillopora_dead,dead,none
2017-2018,6,6,-1,89.31546756,0,Pocillopora_dead,dead,none
2017-2018,10,10,-1,25.17274247,0,Pocillopora,dead,none
2017-2018,15,16,-1,8.687151198,0,Pocillopora_dead,dead,none
2017-2018,16,17,-1,28.36765895,0,Pocillopora,dead,none
2017-2018,18,19,-1,303.3482101,0,Pocillopora_dead,dead,none
2017-2018,19,20,-1,7.505165408,0,Pocillopora_dead,dead,none
2017-2018,22,23,-1,32.32242343,0,Pocillopora_dead,dead,none
2017-2018,25,26,-1,11.59323656,0,Pocillopora_dead,dead,none
2017-2018,26,27,-1,107.3651904,0,Pocillopora,dead,none
2017-2018,32,33,-1,160.5412203,0,Pocillopora,dead,none
2017-2018,33,34,-1,2.288431134,0,Pocillopora,dead,none
2017-2018,34,35,-1,98.39365165,0,Pocillopora,dead,none
2017-2018,41,42,-1,5.283387608,0,Pocillopora_dead,dead,none
2017-2018,47,49,-1,37.91241638,0,Pocillopora,dead,none
2017-2018,52,55,-1,192.890305,0,Pocillopora,dead,none
2017-2018,56,60,-1,170.3970266,0,Pocillopora,dead,none
2017-2018,60,64,-1,18.29856196,0,Pocillopora_dead,dead,none
2017-2018,64,69,-1,28.63871584,0,Pocillopora,dead,none
2017-2018,65,70,-1,3.092714698,0,Pocillopora_dead,dead,none
2017-2018,67,72,-1,183.1544747,0,Pocillopora,dead,none
2017-2018,69,74,-1,5.358928054,0,Pocillopora_dead,dead,none
2017-2018,65,77,-1,2.550600914,0,Pocillopora_dead,dead,none
2017-2018,74,80,-1,4.81681427,0,Pocillopora,dead,none
2017-2018,84,90,-1,16.6633335,0,Pocillopora_dead,dead,none
2017-2018,91,98,-1,2.901641807,0,Pocillopora,dead,none
2017-2018,97,104,-1,18.08527129,0,Pocillopora_dead,dead,none
2017-2018,106,115,-1,37.85465016,0,Pocillopora,dead,none
2017-2018,110,119,-1,30.86049364,0,Pocillopora_dead,dead,none
2017-2018,111,120,-1,65.69352599,0,Pocillopora,dead,none
2017-2018,112,121,-1,4.812370715,0,Pocillopora_dead,dead,none
2017-2018,118,127,-1,22.14223755,0,Pocillopora_dead,dead,none
2017-2018,121,130,-1,34.22870879,0,Pocillopora_dead,dead,none
2017-2018,123,132,-1,25.34604114,0,Pocillopora,dead,none
2017-2018,124,133,-1,44.31558,0,Pocillopora,dead,none
2017-2018,128,137,-1,118.9406527,0,Pocillopora,dead,none
2017-2018,121,139,-1,2.226221356,0,Pocillopora_dead,dead,none
2017-2018,131,141,-1,3.519296035,0,Pocillopora_dead,dead,none
2017-2018,132,142,-1,17.16101173,0,Pocillopora_dead,dead,none
2017-2018,137,147,-1,80.87715548,0,Pocillopora,dead,none
2017-2018,146,157,-1,5.065653384,0,Pocillopora_dead,dead,none
2017-2018,147,158,-1,3.790352927,0,Pocillopora_dead,dead,none
2017-2018,148,159,-1,7.420737852,0,Pocillopora_dead,dead,none
2017-2018,154,165,-1,54.22470899,0,Pocillopora_dead,dead,none
2017-2018,155,166,-1,28.05661006,0,Pocillopora,dead,none
2017-2018,156,167,-1,23.94187757,0,Pocillopora,dead,none
2017-2018,157,168,-1,6.585349399,0,Pocillopora_dead,dead,none
2017-2018,160,171,-1,1.133106678,0,Pocillopora,dead,none
2017-2018,163,175,-1,196.9961504,0,Pocillopora,dead,none
2017-2018,178,190,-1,6.780865846,0,Pocillopora_dead,dead,none
2017-2018,179,191,-1,81.64144704,0,Pocillopora,dead,none
2017-2018,186,198,-1,15.76129171,0,Pocillopora_dead,dead,none
2017-2018,195,207,-1,17.62758507,0,Pocillopora_dead,dead,none
2017-2018,197,209,-1,114.2349274,0,Pocillopora,dead,none
2017-2018,201,214,-1,164.7759288,0,Pocillopora,dead,none
2017-2018,210,228,-1,0.684307562,0,Pocillopora,dead,none
2017-2018,217,237,-1,24.75060469,0,Pocillopora,dead,none
2017-2018,224,244,-1,196.9828197,0,Pocillopora,dead,none
2017-2018,227,247,-1,89.33768534,0,Pocillopora,dead,none
2017-2018,228,248,-1,22.58659311,0,Pocillopora_dead,dead,none
2017-2018,233,254,-1,61.0988895,0,Pocillopora,dead,none
2017-2018,235,256,-1,5.283387608,0,Pocillopora_dead,dead,none
2017-2018,248,270,-1,102.6239166,0,Pocillopora,dead,none
2017-2018,257,282,-1,8.647159198,0,Pocillopora_dead,dead,none
2017-2018,260,285,-1,70.75029226,0,Acropora,dead,none
2017-2018,264,290,-1,4.967895161,0,Pocillopora_dead,dead,none
2017-2018,278,305,-1,2.328423134,0,Pocillopora,dead,none
2017-2018,279,306,-1,102.1884481,0,Acropora,dead,none
2017-2018,285,312,-1,43.51573999,0,Pocillopora,dead,none
2017-2018,295,322,-1,10.89115478,0,Pocillopora,dead,none
2017-2018,301,328,-1,13.93054681,0,Pocillopora_dead,dead,none
2017-2018,304,331,-1,10.60676722,0,Pocillopora_dead,dead,none
2017-2018,306,333,-1,59.14372504,0,Pocillopora_dead,dead,none
2017-2018,313,341,-1,5.101201829,0,Pocillopora_dead,dead,none
2017-2018,314,342,-1,170.1570746,0,Pocillopora,dead,none
2017-2018,315,343,-1,33.766579,0,Pocillopora_dead,dead,none
2017-2018,319,347,-1,102.4239566,0,Pocillopora_dead,dead,none
2017-2018,328,356,-1,84.50309685,0,Pocillopora_dead,dead,none
2017-2018,339,367,-1,21.61345444,0,Pocillopora_dead,dead,none
2017-2018,346,375,-1,13.13515035,0,Pocillopora_dead,dead,none
2017-2018,348,377,-1,27.03459227,0,Pocillopora,dead,none
2017-2018,352,382,-1,129.8806866,0,Pocillopora,dead,none
2017-2018,357,387,-1,93.25690138,0,Pocillopora,dead,none
2017-2018,328,390,-1,14.0816277,0,Pocillopora_dead,dead,none
2017-2018,363,394,-1,0.502121783,0,Pocillopora_dead,dead,none
2017-2018,367,398,-1,96.40293874,0,Pocillopora,dead,none
2017-2018,380,411,-1,7.242995628,0,Pocillopora_dead,dead,none
2017-2018,388,420,-1,15.97902594,0,Pocillopora,dead,none
2017-2018,390,422,-1,59.87246815,0,Pocillopora,dead,none
2017-2018,393,425,-1,10.57121877,0,Pocillopora,dead,none
2017-2018,395,428,-1,62.18756062,0,Pocillopora_dead,dead,none
2017-2018,397,430,-1,5.99880006,0,Pocillopora,dead,none
2017-2018,400,433,-1,15.46801704,0,Pocillopora_dead,dead,none
2017-2018,409,442,-1,5.341153831,0,Pocillopora,dead,none
2017-2018,417,450,-1,45.43535601,0,Pocillopora,dead,none
2017-2018,395,452,-1,12.85964991,0,Pocillopora_dead,dead,none
2017-2018,422,456,-1,18.27634418,0,Pocillopora_dead,dead,none
2017-2018,428,462,-1,67.69312601,0,Pocillopora,dead,none
2017-2018,434,469,-1,70.50589671,0,Pocillopora,dead,none
2017-2018,435,470,-1,75.23828342,0,Pocillopora,dead,none
2017-2018,441,476,-1,35.17962969,0,Pocillopora_dead,dead,none
2017-2018,422,477,-1,9.064853424,0,Pocillopora_dead,dead,none
2017-2018,442,478,-1,19.60496731,0,Pocillopora,dead,none
2017-2018,446,482,-1,28.61205451,0,Pocillopora_dead,dead,none
2017-2018,450,487,-1,3.026061364,0,Pocillopora,dead,none
2017-2018,456,493,-1,99.18460455,0,Pocillopora,dead,none
2017-2018,460,497,-1,4.345797377,0,Pocillopora,dead,none
2017-2018,462,499,-1,7.607367187,0,Pocillopora,dead,none
2017-2018,470,507,-1,74.82058919,0,Pocillopora,dead,none
2017-2018,474,511,-1,0.368815115,0,Pocillopora_dead,dead,none
2017-2018,477,514,-1,229.6785019,0,Pocillopora,dead,none
2017-2018,481,518,-1,6.81641429,0,Pocillopora,dead,none
2017-2018,488,527,-1,106.329842,0,Pocillopora,dead,none
2017-2018,490,529,-1,2.390632913,0,Pocillopora,dead,none
2017-2018,501,541,-1,70.74584871,0,Pocillopora,dead,none
2017-2018,505,545,-1,120.9313657,0,Pocillopora,dead,none
2017-2018,514,555,-1,10.40680722,0,Pocillopora,dead,none
2017-2018,517,558,-1,12.30420546,0,Pocillopora,dead,none
2017-2018,520,561,-1,0.346597337,0,Pocillopora,dead,none
2017-2018,522,563,-1,167.5176026,0,Pocillopora,dead,none
2017-2018,523,564,-1,3.523739591,0,Pocillopora_dead,dead,none
2017-2018,525,566,-1,22.71545623,0,Pocillopora,dead,none
2017-2018,523,570,-1,5.274500497,0,Pocillopora_dead,dead,none
2017-2018,529,571,-1,110.1424127,0,Pocillopora_dead,dead,none
2017-2018,541,583,-1,5.26116983,0,Pocillopora,dead,none
2017-2018,545,588,-1,75.25605764,0,Pocillopora,dead,none
2017-2018,549,592,-1,175.942584,0,Pocillopora,dead,none
2017-2018,550,593,-1,6.305405396,0,Pocillopora,dead,none
2017-2018,552,595,-1,40.17418618,0,Pocillopora,dead,none
2017-2018,553,596,-1,122.2555452,0,Pocillopora,dead,none
2017-2018,559,603,-1,2.461729802,0,Pocillopora_dead,dead,none
2017-2018,561,606,-1,5.265613386,0,Pocillopora_dead,dead,none
2017-2018,568,613,-1,141.416157,0,Pocillopora,dead,none
2017-2018,573,618,-1,132.4490618,0,Pocillopora,dead,none
2017-2018,577,622,-1,77.02459277,0,Pocillopora,dead,none
2017-2018,589,634,-1,2.288431134,0,Pocillopora,dead,none
2017-2018,590,635,-1,96.92283475,0,Pocillopora,dead,none
2017-2018,593,638,-1,3.123819587,0,Pocillopora_dead,dead,none
2017-2018,597,642,-1,10.1179761,0,Pocillopora_dead,dead,none
2017-2018,600,645,-1,54.68239521,0,Pocillopora,dead,none
2017-2018,602,647,-1,27.96329539,0,Pocillopora,dead,none
2017-2018,604,649,-1,89.55986312,0,Pocillopora,dead,none
2017-2018,608,654,-1,3.674820481,0,Pocillopora_dead,dead,none
2017-2018,609,655,-1,86.31162397,0,Pocillopora,dead,none
2017-2018,611,657,-1,5.367815165,0,Pocillopora,dead,none
2017-2018,2,2,3,260.4012453,300.2554954,Pocillopora,grow,none
2017-2018,3,3,5,53.98920054,70.43924337,Pocillopora,grow,none
2017-2018,5,5,6,401.9551525,591.6327668,Pocillopora,grow,none
