Plot,ID 2018,ID 2019,Area 2018,Area 2019,Class,Split\Fuse
16,209,238,406.7985143,28.90654452,Partially dead,split
16,212,223,179.60026,200.6647344,Partially dead,split
16,212,237,179.60026,16.88617692,Partially dead,split
16,217,226,177.7240181,105.4022123,Partially dead,fuse
16,217,231,177.7240181,134.8587662,Partially dead,split
16,224,234,91.62536292,732.9629833,Partially dead,fuse
16,224,244,91.62536292,14.93896608,Partially dead,split
16,242,251,385.9735601,453.5271389,Partially dead,split
16,242,265,385.9735601,4.28475096,Partially dead,split
16,242,269,385.9735601,76.03436952,Partially dead,fuse
16,252,259,373.8156901,83.39739912,Partially dead,split
16,252,267,373.8156901,121.5964418,Partially dead,split
16,252,280,373.8156901,95.6528514,Partially dead,split
16,253,217,30.41907048,1259.969609,Partially dead,fuse
16,253,266,30.41907048,23.91653952,Partially dead,split
16,254,260,153.1687579,79.34773284,Partially dead,split
16,254,261,153.1687579,43.65921708,Partially dead,split
16,267,278,79.21466604,90.00194796,Partially dead,fuse
16,267,285,79.21466604,356.689993,Partially dead,fuse
16,271,264,141.9423556,822.8540423,Partially dead,fuse
16,271,282,141.9423556,170.8355934,Partially dead,split
16,273,283,235.0713733,258.8504105,Partially dead,split
16,273,293,235.0713733,18.42088068,Partially dead,split
16,275,277,19.34791272,1565.535338,Partially dead,fuse
16,275,288,19.34791272,3.41981676,Partially dead,split
16,285,263,52.50815928,1118.076045,Partially dead,fuse
16,285,309,52.50815928,38.96195904,Partially dead,split
16,293,275,469.8721775,1389.900468,Partially dead,fuse
16,293,312,469.8721775,326.9539987,Partially dead,split
16,293,342,469.8721775,66.03661728,Partially dead,fuse
16,293,346,469.8721775,5.91703704,Partially dead,split
16,307,324,205.5039304,867.6132782,Partially dead,fuse
16,307,319,205.5039304,137.8261559,Partially dead,split
16,307,333,205.5039304,4.15611972,Partially dead,split
16,312,275,73.67908716,1389.900468,Partially dead,fuse
16,312,331,73.67908716,15.92809596,Partially dead,fuse
16,316,332,339.7372826,326.4439093,Partially dead,fuse
16,316,331,339.7372826,15.92809596,Partially dead,fuse
16,316,345,339.7372826,111.1240847,Partially dead,fuse
16,317,335,114.8455195,59.67158868,Partially dead,split
16,317,347,114.8455195,49.6560942,Partially dead,split
16,330,332,308.3246467,326.4439093,Partially dead,fuse
16,330,351,308.3246467,4.00531068,Partially dead,split
16,330,354,308.3246467,287.1448477,Partially dead,split
16,347,366,187.7661259,185.8632707,Partially dead,split
16,347,368,187.7661259,16.58455884,Partially dead,fuse
16,352,371,381.125493,459.9054742,Partially dead,fuse
16,352,372,381.125493,179.5337266,Partially dead,fuse
16,358,380,95.62623804,82.20423348,Partially dead,split
16,358,381,95.62623804,9.85581432,Partially dead,split
16,362,384,183.0156412,120.2835161,Partially dead,fuse
16,362,397,183.0156412,7.50053196,Partially dead,fuse
16,362,406,183.0156412,77.32511748,Partially dead,fuse
16,367,386,128.036875,6.2319618,Partially dead,split
16,367,390,128.036875,39.032928,Partially dead,split
16,367,398,128.036875,88.02812376,Partially dead,fuse
16,368,388,156.7881749,40.97570328,Partially dead,split
16,368,389,156.7881749,2.20003776,Partially dead,split
16,368,391,156.7881749,55.79047368,Partially dead,split
16,368,395,156.7881749,5.61541896,Partially dead,split
16,368,414,156.7881749,3.97426176,Partially dead,split
16,376,393,1005.816457,1130.282706,Partially dead,split
16,376,427,1005.816457,5.58437004,Partially dead,split
16,397,418,113.9184875,331.0081006,Partially dead,fuse
16,397,426,113.9184875,33.1336332,Partially dead,split
16,398,423,116.1052186,23.83669944,Partially dead,split
16,398,425,116.1052186,33.50178468,Partially dead,split
16,403,434,624.7752394,631.2112369,Partially dead,fuse
16,403,430,624.7752394,76.10533848,Partially dead,fuse
16,403,444,624.7752394,19.0285524,Partially dead,fuse
16,405,429,925.7945188,982.7249314,Partially dead,fuse
16,405,456,925.7945188,2.35528236,Partially dead,split
16,418,429,56.1763674,982.7249314,Partially dead,fuse
16,418,445,56.1763674,48.52946196,Partially dead,split
16,439,460,335.621083,260.8863325,Partially dead,split
16,439,465,335.621083,68.85319788,Partially dead,split
16,439,467,335.621083,25.9702038,Partially dead,split
16,439,476,335.621083,3.04722972,Partially dead,fuse
16,443,466,370.9858028,456.5654975,Partially dead,fuse
16,443,482,370.9858028,32.67233496,Partially dead,fuse
16,450,479,310.6976713,330.0189707,Partially dead,fuse
16,450,487,310.6976713,30.34366596,Partially dead,fuse
16,466,488,41.8495086,1394.371513,Partially dead,fuse
16,466,492,41.8495086,32.20660116,Partially dead,split
16,475,488,127.7574347,1394.371513,Partially dead,fuse
16,475,500,127.7574347,87.5135988,Partially dead,split
16,480,505,81.42801048,538.5257752,Partially dead,fuse
16,480,501,81.42801048,53.86544064,Partially dead,split
16,482,503,97.42263984,88.34748408,Partially dead,split
16,482,513,97.42263984,21.43262592,Partially dead,split
16,492,508,79.950969,123.8142218,Partially dead,fuse
16,492,509,79.950969,10.50340608,Partially dead,split
16,500,496,214.8008641,704.0165188,Partially dead,fuse
16,500,518,214.8008641,213.6298763,Partially dead,fuse
16,502,520,87.32730528,103.752184,Partially dead,split
16,502,516,87.32730528,9.64290744,Partially dead,fuse
16,510,505,34.34010552,538.5257752,Partially dead,fuse
16,510,523,34.34010552,42.66565164,Partially dead,split
16,512,518,67.82414796,213.6298763,Partially dead,fuse
16,512,525,67.82414796,315.3328315,Partially dead,fuse
16,514,527,252.6849821,277.1071754,Partially dead,split
16,514,536,252.6849821,21.1354434,Partially dead,split
16,520,533,210.9951536,217.1162264,Partially dead,fuse
16,520,534,210.9951536,2.49278472,Partially dead,split
16,520,535,210.9951536,5.34928536,Partially dead,split
16,520,537,210.9951536,64.32449112,Partially dead,split
16,522,539,251.0748738,285.9738599,Partially dead,fuse
16,522,541,251.0748738,3.27344328,Partially dead,split
16,523,525,94.53952584,315.3328315,Partially dead,fuse
16,523,543,94.53952584,40.71400524,Partially dead,split
17,4,3,70.31693268,76.35372984,Live,none
17,5,6,68.57819316,56.61105228,Live,none
17,6,4,32.59693044,47.35403856,Live,none
17,9,8,227.987784,194.2686569,Live,none
17,15,14,236.8322906,288.936814,Live,none
17,18,18,125.9344195,129.5937565,Live,none
17,20,21,480.6594594,597.6029988,Live,fuse
17,21,20,143.3972192,152.7296375,Live,none
17,22,21,16.83738576,597.6029988,Live,fuse
17,24,21,10.96470432,597.6029988,Live,fuse
17,28,25,76.04324064,117.1253974,Live,none
17,33,30,118.8774436,149.9130569,Live,none
17,35,31,18.2745072,63.02043648,Live,none
17,36,33,95.42220228,84.26676888,Live,none
17,40,37,172.0198879,205.2821524,Live,none
17,42,39,218.300521,222.4255918,Live,none
17,44,45,66.56888448,21.99150648,Live,none
17,45,44,11.53689156,14.61960576,Live,none
17,46,42,118.0435583,111.5676407,Live,none
17,47,41,149.5715188,166.2447888,Live,none
17,48,47,633.8326529,750.2128762,Live,none
17,49,49,125.4420724,134.8454596,Live,none
