Plot,Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
16,520,-1,1,0,220.6247544,Pocillopora_dead,born,none
16,521,-1,2,0,3.97426176,Pocillopora_dead,born,none
16,522,-1,4,0,53.63479152,Pocillopora,born,none
16,523,-1,5,0,473.9750705,Pocillopora_dead,born,none
16,524,-1,7,0,583.5511447,Pocillopora_dead,born,none
16,525,-1,8,0,36.29618748,Pocillopora_dead,born,none
16,526,-1,10,0,2.36415348,Pocillopora_dead,born,none
16,527,-1,11,0,76.28276088,Pocillopora_dead,born,none
16,528,-1,12,0,903.7409144,Pocillopora_dead,born,none
16,529,-1,13,0,183.6854107,Pocillopora_dead,born,none
16,530,-1,20,0,26.79965352,Pocillopora_dead,born,none
16,531,-1,21,0,27.82870344,Pocillopora_dead,born,none
16,532,-1,22,0,121.6807175,Pocillopora_dead,born,none
16,533,-1,25,0,809.893336,Pocillopora_dead,born,none
16,534,-1,26,0,40.30149816,Pocillopora_dead,born,none
16,535,-1,27,0,332.5383688,Pocillopora_dead,born,none
16,536,-1,30,0,5.33597868,Pocillopora,born,none
16,537,-1,39,0,709.4988709,Pocillopora_dead,born,none
16,538,-1,41,0,10.1352546,Pocillopora_dead,born,none
16,539,-1,42,0,982.7914648,Pocillopora_dead,born,none
16,540,-1,47,0,743.0938024,Pocillopora_dead,born,none
16,541,-1,48,0,35.7949692,Pocillopora,born,none
16,542,-1,52,0,1369.79851,Pocillopora_dead,born,none
16,543,-1,55,0,20.44349604,Pocillopora_dead,born,none
16,544,-1,56,0,121.3746638,Pocillopora_dead,born,none
16,545,-1,58,0,393.7845812,Pocillopora_dead,born,none
16,546,-1,62,0,133.1333334,Pocillopora_dead,born,none
16,547,-1,64,0,903.5901054,Pocillopora_dead,born,none
16,548,-1,65,0,20.94471432,Pocillopora,born,none
16,549,-1,68,0,78.6424788,Pocillopora_dead,born,none
16,550,-1,70,0,365.1086858,Pocillopora_dead,born,none
16,551,-1,75,0,428.182349,Pocillopora_dead,born,none
16,552,-1,78,0,11.20866012,Pocillopora_dead,born,none
16,553,-1,83,0,113.8785674,Pocillopora,born,none
16,554,-1,87,0,460.6683905,Pocillopora_dead,born,none
16,555,-1,89,0,676.977345,Pocillopora_dead,born,none
16,556,-1,90,0,33.91429176,Pocillopora_dead,born,none
16,557,-1,91,0,5.37589872,Pocillopora_dead,born,none
16,558,-1,92,0,328.3556357,Pocillopora_dead,born,none
16,559,-1,96,0,10.29493476,Pocillopora,born,none
16,560,-1,97,0,536.7249378,Pocillopora_dead,born,none
16,561,-1,98,0,24.43106448,Pocillopora,born,none
16,562,-1,100,0,27.26095176,Pocillopora_dead,born,none
16,563,-1,104,0,536.0285549,Pocillopora_dead,born,none
16,564,-1,108,0,143.6633528,Pocillopora,born,none
16,565,-1,109,0,28.3210506,Pocillopora,born,none
16,566,-1,111,0,2.20447332,Pocillopora_dead,born,none
16,567,-1,112,0,18.98863236,Pocillopora,born,none
16,568,-1,116,0,1387.527444,Pocillopora_dead,born,none
16,569,-1,118,0,7.33198068,Pocillopora_dead,born,none
16,570,-1,119,0,485.5385754,Pocillopora_dead,born,none
16,571,-1,127,0,43.52171472,Pocillopora_dead,born,none
16,572,-1,134,0,2.56375368,Pocillopora,born,none
16,573,-1,135,0,33.04048644,Pocillopora_dead,born,none
16,574,-1,136,0,572.1207066,Pocillopora_dead,born,none
16,575,-1,137,0,51.48798048,Pocillopora,born,none
16,576,-1,140,0,2.09801988,Pocillopora_dead,born,none
16,577,-1,141,0,198.9792216,Pocillopora_dead,born,none
16,578,-1,143,0,59.74255764,Pocillopora_dead,born,none
16,579,-1,144,0,6.30736632,Pocillopora,born,none
16,580,-1,145,0,445.1749794,Pocillopora_dead,born,none
16,581,-1,146,0,68.77779336,Pocillopora,born,none
16,582,-1,147,0,160.4874319,Pocillopora_dead,born,none
16,583,-1,148,0,473.2565098,Pocillopora_dead,born,none
16,584,-1,155,0,130.2147349,Pocillopora_dead,born,none
16,585,-1,157,0,62.02243548,Pocillopora,born,none
16,586,-1,158,0,10.70300628,Pocillopora_dead,born,none
16,587,-1,161,0,10.2683214,Pocillopora_dead,born,none
16,588,-1,164,0,1285.966426,Pocillopora_dead,born,none
16,589,-1,167,0,37.29862404,Acropora,born,none
16,590,-1,168,0,650.9805278,Pocillopora_dead,born,none
16,591,-1,170,0,6.54688656,Pocillopora_dead,born,none
16,592,-1,171,0,17.30311956,Pocillopora_dead,born,none
16,593,-1,173,0,266.3110224,Pocillopora_dead,born,none
16,594,-1,175,0,40.55432508,Pocillopora_dead,born,none
16,595,-1,176,0,1146.397095,Pocillopora_dead,born,none
16,596,-1,183,0,731.605702,Pocillopora_dead,born,none
16,597,-1,185,0,492.1786087,Pocillopora_dead,born,none
16,598,-1,187,0,18.86000112,Pocillopora_dead,born,none
16,599,-1,192,0,984.2862485,Pocillopora_dead,born,none
16,600,-1,194,0,106.5377156,Pocillopora,born,none
16,601,-1,196,0,70.303626,Pocillopora_dead,born,none
16,602,-1,197,0,836.5599227,Pocillopora_dead,born,none
16,603,-1,201,0,351.185463,Pocillopora_dead,born,none
16,604,-1,202,0,2.41294464,Pocillopora_dead,born,none
16,605,-1,206,0,232.7604466,Pocillopora_dead,born,none
16,606,-1,211,0,9.04410684,Pocillopora_dead,born,none
16,607,-1,214,0,4.3912044,Pocillopora,born,none
16,608,-1,215,0,27.69563664,Pocillopora_dead,born,none
16,609,-1,217,0,1259.969609,Pocillopora_dead,born,none
16,610,-1,219,0,80.22153816,Pocillopora_dead,born,none
16,611,-1,220,0,358.2601812,Pocillopora_dead,born,none
16,612,-1,225,0,4.74161364,Pocillopora,born,none
16,613,-1,227,0,417.124498,Pocillopora_dead,born,none
16,614,-1,233,0,83.08690992,Pocillopora_dead,born,none
16,615,-1,234,0,732.9629833,Pocillopora_dead,born,none
16,616,-1,235,0,93.35079576,Pocillopora_dead,born,none
16,617,-1,237,0,16.88617692,Pocillopora_dead,born,none
16,618,-1,238,0,28.90654452,Pocillopora_dead,born,none
16,619,-1,239,0,420.0963232,Pocillopora_dead,born,none
16,620,-1,240,0,2.88754956,Pocillopora_dead,born,none
16,621,-1,241,0,827.081131,Pocillopora_dead,born,none
16,622,-1,242,0,77.11664616,Pocillopora_dead,born,none
16,623,-1,246,0,8.29893276,Pocillopora,born,none
16,624,-1,247,0,1183.970724,Pocillopora_dead,born,none
16,625,-1,248,0,354.5254397,Pocillopora_dead,born,none
16,626,-1,249,0,73.76779836,Pocillopora_dead,born,none
16,627,-1,252,0,944.0734615,Pocillopora_dead,born,none
16,628,-1,261,0,43.65921708,Pocillopora_dead,born,none
16,629,-1,263,0,1118.076045,Pocillopora_dead,born,none
16,630,-1,264,0,822.8540423,Pocillopora_dead,born,none
16,631,-1,265,0,4.28475096,Pocillopora_dead,born,none
16,632,-1,267,0,121.5964418,Pocillopora_dead,born,none
16,633,-1,269,0,76.03436952,Pocillopora_dead,born,none
16,634,-1,271,0,12.32198568,Pocillopora_dead,born,none
16,635,-1,273,0,3.4597368,Pocillopora_dead,born,none
16,636,-1,274,0,2.10245544,Pocillopora_dead,born,none
16,637,-1,275,0,1389.900468,Pocillopora_dead,born,none
16,638,-1,277,0,1565.535338,Pocillopora_dead,born,none
16,639,-1,279,0,16.8329502,Pocillopora,born,none
16,640,-1,284,0,4.20491088,Pocillopora,born,none
16,641,-1,285,0,356.689993,Pocillopora_dead,born,none
16,642,-1,287,0,2.57706036,Pocillopora,born,none
16,643,-1,293,0,18.42088068,Pocillopora_dead,born,none
16,644,-1,294,0,10.24170804,Pocillopora,born,none
16,645,-1,299,0,3.62385252,Pocillopora,born,none
16,646,-1,301,0,1.9738242,Pocillopora,born,none
16,647,-1,303,0,3.26900772,Pocillopora_dead,born,none
16,648,-1,305,0,350.0943152,Pocillopora_dead,born,none
16,649,-1,311,0,38.35872288,Pocillopora_dead,born,none
16,650,-1,316,0,542.8193972,Pocillopora_dead,born,none
16,651,-1,321,0,32.98282416,Pocillopora_dead,born,none
16,652,-1,323,0,2.78553168,Pocillopora,born,none
16,653,-1,324,0,867.6132782,Pocillopora_dead,born,none
16,654,-1,328,0,1.95608196,Pocillopora_dead,born,none
16,655,-1,330,0,453.8154503,Pocillopora_dead,born,none
16,656,-1,331,0,15.92809596,Pocillopora,born,none
16,657,-1,333,0,4.15611972,Pocillopora,born,none
16,658,-1,335,0,59.67158868,Pocillopora_dead,born,none
16,659,-1,336,0,1069.240529,Pocillopora_dead,born,none
16,660,-1,339,0,396.1221214,Pocillopora_dead,born,none
16,661,-1,341,0,4.04966628,Pocillopora,born,none
16,662,-1,350,0,5.13194292,Pocillopora,born,none
16,663,-1,351,0,4.00531068,Pocillopora_dead,born,none
16,664,-1,354,0,287.1448477,Pocillopora_dead,born,none
16,665,-1,357,0,812.111116,Pocillopora_dead,born,none
16,666,-1,358,0,550.9187298,Pocillopora_dead,born,none
16,667,-1,363,0,30.72512412,Pocillopora,born,none
16,668,-1,364,0,194.5126127,Pocillopora_dead,born,none
16,669,-1,365,0,4.58193348,Pocillopora_dead,born,none
16,670,-1,372,0,179.5337266,Pocillopora_dead,born,none
16,671,-1,373,0,2.36858904,Pocillopora,born,none
16,672,-1,377,0,1057.512909,Pocillopora_dead,born,none
16,673,-1,378,0,169.2299207,Pocillopora_dead,born,none
16,674,-1,380,0,82.20423348,Pocillopora,born,none
16,675,-1,381,0,9.85581432,Pocillopora_dead,born,none
16,676,-1,382,0,207.9035683,Pocillopora_dead,born,none
16,677,-1,386,0,6.2319618,Pocillopora,born,none
16,678,-1,398,0,88.02812376,Pocillopora_dead,born,none
16,679,-1,406,0,77.32511748,Pocillopora,born,none
16,680,-1,407,0,3.40207452,Pocillopora_dead,born,none
16,681,-1,408,0,33.49291356,Pocillopora,born,none
16,682,-1,411,0,576.7558668,Pocillopora_dead,born,none
16,683,-1,412,0,399.6528271,Pocillopora_dead,born,none
16,684,-1,413,0,611.1625057,Pocillopora_dead,born,none
16,685,-1,417,0,4.26700872,Pocillopora,born,none
16,686,-1,421,0,620.8808177,Pocillopora_dead,born,none
16,687,-1,423,0,23.83669944,Pocillopora_dead,born,none
16,688,-1,426,0,33.1336332,Pocillopora_dead,born,none
16,689,-1,427,0,5.58437004,Pocillopora_dead,born,none
16,690,-1,428,0,3.3488478,Pocillopora,born,none
16,691,-1,429,0,982.7249314,Pocillopora_dead,born,none
16,692,-1,430,0,76.10533848,Pocillopora_dead,born,none
16,693,-1,436,0,58.72237884,Pocillopora,born,none
16,694,-1,439,0,418.938642,Pocillopora_dead,born,none
16,695,-1,440,0,2.83432284,Pocillopora_dead,born,none
16,696,-1,447,0,2.74117608,Pocillopora_dead,born,none
16,697,-1,451,0,711.0956725,Pocillopora_dead,born,none
16,698,-1,457,0,631.2555925,Pocillopora_dead,born,none
16,699,-1,462,0,2.32423344,Pocillopora,born,none
16,700,-1,464,0,25.96576824,Pocillopora_dead,born,none
16,701,-1,465,0,68.85319788,Pocillopora_dead,born,none
16,702,-1,467,0,25.9702038,Pocillopora_dead,born,none
16,703,-1,468,0,3.62828808,Pocillopora_dead,born,none
16,704,-1,481,0,118.5625188,Pocillopora_dead,born,none
16,705,-1,487,0,30.34366596,Pocillopora_dead,born,none
16,706,-1,488,0,1394.371513,Pocillopora_dead,born,none
16,707,-1,489,0,65.3357988,Pocillopora_dead,born,none
16,708,-1,490,0,4.04079516,Pocillopora_dead,born,none
16,709,-1,504,0,995.2820017,Pocillopora_dead,born,none
16,710,-1,505,0,538.5257752,Pocillopora_dead,born,none
16,711,-1,513,0,21.43262592,Pocillopora_dead,born,none
16,712,-1,515,0,112.9692776,Pocillopora_dead,born,none
16,713,-1,516,0,9.64290744,Pocillopora_dead,born,none
16,714,-1,521,0,71.52784056,Pocillopora_dead,born,none
16,715,-1,524,0,51.35934924,Pocillopora,born,none
16,716,-1,528,0,811.9780492,Pocillopora_dead,born,none
16,717,-1,531,0,288.6706804,Pocillopora_dead,born,none
16,718,-1,534,0,2.49278472,Pocillopora,born,none
16,719,-1,536,0,21.1354434,Pocillopora_dead,born,none
16,720,-1,540,0,241.254544,Pocillopora_dead,born,none
16,721,-1,543,0,40.71400524,Pocillopora,born,none
16,722,-1,544,0,14.01193404,Pocillopora,born,none
16,723,-1,545,0,5.18516964,Pocillopora,born,none
16,724,-1,548,0,126.1162775,Pocillopora_dead,born,none
16,725,-1,549,0,94.47299244,Pocillopora_dead,born,none
16,726,-1,550,0,82.50585156,Pocillopora_dead,born,none
16,727,-1,551,0,86.64422904,Pocillopora_dead,born,none
16,728,-1,553,0,362.9308259,Pocillopora_dead,born,none
16,729,-1,555,0,203.743013,Pocillopora_dead,born,none
16,730,-1,556,0,0.23508468,Pocillopora_dead,born,none
16,731,-1,557,0,284.4258494,Pocillopora_dead,born,none
16,732,-1,558,0,154.8542707,Pocillopora_dead,born,none
16,733,-1,559,0,511.9301574,Pocillopora_dead,born,none
16,734,-1,561,0,228.1252864,Pocillopora_dead,born,none
16,0,0,-1,7.73118108,0,Acropora,dead,none
16,2,4,-1,61.3437948,0,Pocillopora_dead,dead,none
16,3,5,-1,79.08159924,0,Pocillopora_dead,dead,none
16,4,6,-1,403.2500663,0,Pocillopora,dead,none
16,5,8,-1,362.8731636,0,Pocillopora,dead,none
16,6,9,-1,109.8466434,0,Pocillopora,dead,none
16,7,13,-1,692.7901164,0,Pocillopora,dead,none
16,12,19,-1,83.28207456,0,Pocillopora_dead,dead,none
16,15,23,-1,77.49366876,0,Pocillopora,dead,none
16,16,24,-1,37.75992228,0,Pocillopora,dead,none
16,17,25,-1,792.5015052,0,Pocillopora,dead,none
16,19,27,-1,4.13837748,0,Pocillopora,dead,none
16,21,29,-1,87.4248876,0,Pocillopora,dead,none
16,28,37,-1,710.1819472,0,Pocillopora,dead,none
16,35,46,-1,66.4890444,0,Pocillopora,dead,none
16,36,47,-1,520.6282906,0,Pocillopora,dead,none
16,39,50,-1,336.175528,0,Pocillopora,dead,none
16,41,52,-1,42.359598,0,Pocillopora,dead,none
16,44,55,-1,1012.829077,0,Pocillopora,dead,none
16,45,56,-1,190.68916,0,Pocillopora,dead,none
16,49,62,-1,827.7509005,0,Pocillopora,dead,none
16,50,63,-1,38.77122996,0,Pocillopora_dead,dead,none
16,53,66,-1,368.2180134,0,Pocillopora,dead,none
16,54,67,-1,301.5559822,0,Pocillopora,dead,none
16,69,82,-1,11.98044756,0,Pocillopora_dead,dead,none
16,70,83,-1,305.4725816,0,Pocillopora,dead,none
16,71,84,-1,164.337498,0,Pocillopora,dead,none
16,72,85,-1,506.2659473,0,Pocillopora,dead,none
16,77,90,-1,15.62204232,0,Pocillopora_dead,dead,none
16,78,91,-1,47.4383142,0,Pocillopora_dead,dead,none
16,79,92,-1,490.8612474,0,Pocillopora,dead,none
16,84,99,-1,444.4076275,0,Pocillopora,dead,none
16,86,101,-1,44.2890666,0,Pocillopora_dead,dead,none
16,87,102,-1,36.09215172,0,Pocillopora_dead,dead,none
16,88,103,-1,82.23084684,0,Pocillopora,dead,none
16,92,107,-1,16.19422956,0,Pocillopora_dead,dead,none
16,93,108,-1,26.43150204,0,Pocillopora,dead,none
16,94,109,-1,10.201788,0,Pocillopora,dead,none
16,96,111,-1,39.08615472,0,Pocillopora,dead,none
16,99,114,-1,8.12594592,0,Pocillopora,dead,none
16,100,115,-1,378.282299,0,Pocillopora,dead,none
16,105,120,-1,8.52071076,0,Pocillopora,dead,none
16,107,122,-1,103.0291877,0,Pocillopora,dead,none
16,109,124,-1,68.09915268,0,Pocillopora,dead,none
16,110,125,-1,60.656283,0,Pocillopora_dead,dead,none
16,115,131,-1,176.8590839,0,Pocillopora,dead,none
16,117,133,-1,80.2614582,0,Pocillopora_dead,dead,none
16,118,134,-1,59.11714368,0,Pocillopora,dead,none
16,120,136,-1,132.2373503,0,Pocillopora_dead,dead,none
16,121,137,-1,410.0497798,0,Pocillopora,dead,none
16,122,138,-1,199.6312489,0,Pocillopora,dead,none
16,125,141,-1,2.53270476,0,Pocillopora,dead,none
16,126,142,-1,2.58593148,0,Pocillopora_dead,dead,none
16,127,143,-1,56.74855464,0,Pocillopora,dead,none
16,128,144,-1,10.27719252,0,Pocillopora,dead,none
16,129,145,-1,42.94952748,0,Pocillopora,dead,none
16,135,152,-1,8.10820368,0,Pocillopora_dead,dead,none
16,139,156,-1,16.91279028,0,Pocillopora_dead,dead,none
16,140,157,-1,1057.246775,0,Pocillopora,dead,none
16,142,160,-1,533.3627833,0,Pocillopora,dead,none
16,145,163,-1,69.92216784,0,Pocillopora,dead,none
16,146,164,-1,274.410355,0,Pocillopora,dead,none
16,153,171,-1,937.8725486,0,Pocillopora,dead,none
16,154,172,-1,527.3747773,0,Pocillopora,dead,none
16,155,173,-1,411.0522163,0,Pocillopora,dead,none
16,157,175,-1,37.62685548,0,Pocillopora,dead,none
16,158,176,-1,1039.18961,0,Pocillopora,dead,none
16,159,177,-1,804.7081663,0,Pocillopora,dead,none
16,160,178,-1,50.8093398,0,Pocillopora_dead,dead,none
16,165,183,-1,624.4514435,0,Pocillopora,dead,none
16,166,184,-1,376.1133102,0,Pocillopora,dead,none
16,167,185,-1,779.6783012,0,Pocillopora,dead,none
16,170,188,-1,42.15112668,0,Pocillopora_dead,dead,none
16,171,189,-1,609.3261839,0,Pocillopora,dead,none
16,172,190,-1,439.4797204,0,Pocillopora,dead,none
16,173,191,-1,226.5772759,0,Acropora,dead,none
16,176,194,-1,96.15850524,0,Pocillopora,dead,none
16,180,199,-1,53.54608032,0,Pocillopora,dead,none
16,186,205,-1,13.12482204,0,Pocillopora,dead,none
16,188,207,-1,16.189794,0,Pocillopora_dead,dead,none
16,190,210,-1,9.00862236,0,Pocillopora,dead,none
16,191,211,-1,313.8912745,0,Pocillopora,dead,none
16,194,214,-1,102.2219158,0,Pocillopora,dead,none
16,195,216,-1,3.5706258,0,Pocillopora_dead,dead,none
16,198,220,-1,601.945412,0,Pocillopora,dead,none
16,200,222,-1,5.67308124,0,Pocillopora_dead,dead,none
16,205,227,-1,40.71400524,0,Pocillopora,dead,none
16,206,229,-1,421.7286092,0,Pocillopora,dead,none
16,207,230,-1,270.5913378,0,Pocillopora,dead,none
16,208,231,-1,801.0532649,0,Pocillopora,dead,none
16,209,232,-1,51.04442448,0,Pocillopora,dead,none
16,211,234,-1,81.09534348,0,Pocillopora,dead,none
16,212,235,-1,268.834856,0,Pocillopora,dead,none
16,213,236,-1,84.37765788,0,Pocillopora_dead,dead,none
16,216,240,-1,994.967077,0,Pocillopora,dead,none
16,219,243,-1,754.4931916,0,Pocillopora,dead,none
16,222,246,-1,10.0243656,0,Pocillopora,dead,none
16,224,248,-1,241.9154424,0,Pocillopora_dead,dead,none
16,227,251,-1,2.9274696,0,Pocillopora,dead,none
16,231,256,-1,603.7772983,0,Pocillopora,dead,none
16,232,257,-1,794.0894357,0,Pocillopora,dead,none
16,233,258,-1,3.58393248,0,Pocillopora,dead,none
16,234,259,-1,48.7468044,0,Pocillopora,dead,none
16,236,261,-1,19.01968128,0,Pocillopora,dead,none
16,238,263,-1,6.4980954,0,Pocillopora_dead,dead,none
16,241,266,-1,12.98288412,0,Pocillopora_dead,dead,none
16,243,268,-1,1035.295188,0,Pocillopora,dead,none
16,244,269,-1,1501.9161,0,Pocillopora,dead,none
16,245,270,-1,2.84319396,0,Pocillopora_dead,dead,none
16,249,274,-1,218.0299518,0,Pocillopora,dead,none
16,252,277,-1,22.91853852,0,Pocillopora,dead,none
16,261,286,-1,46.4846688,0,Pocillopora_dead,dead,none
16,263,289,-1,325.8007531,0,Pocillopora,dead,none
16,264,290,-1,2.61254484,0,Pocillopora,dead,none
16,270,296,-1,12.48166584,0,Pocillopora,dead,none
16,271,297,-1,62.99825868,0,Pocillopora_dead,dead,none
16,273,299,-1,9.59411628,0,Pocillopora_dead,dead,none
16,275,301,-1,464.3277275,0,Pocillopora,dead,none
16,280,306,-1,45.33585876,0,Pocillopora,dead,none
16,284,310,-1,721.5236741,0,Pocillopora,dead,none
16,286,312,-1,73.67908716,0,Pocillopora,dead,none
16,289,315,-1,393.2744918,0,Pocillopora,dead,none
16,296,322,-1,19.88905104,0,Pocillopora_dead,dead,none
16,297,323,-1,824.2423726,0,Pocillopora,dead,none
16,301,327,-1,3.04722972,0,Pocillopora_dead,dead,none
16,303,329,-1,185.9253685,0,Pocillopora,dead,none
16,304,330,-1,308.3246467,0,Pocillopora,dead,none
16,305,331,-1,573.6376681,0,Pocillopora,dead,none
16,310,336,-1,25.99681716,0,Pocillopora_dead,dead,none
16,314,341,-1,38.2123494,0,Pocillopora,dead,none
16,315,342,-1,3.16255428,0,Pocillopora,dead,none
16,316,343,-1,476.1085748,0,Pocillopora,dead,none
16,318,346,-1,25.58874564,0,Pocillopora_dead,dead,none
16,322,350,-1,56.1320118,0,Pocillopora,dead,none
16,329,357,-1,926.2025903,0,Pocillopora,dead,none
16,330,358,-1,95.62623804,0,Pocillopora,dead,none
16,333,361,-1,134.7611839,0,Pocillopora,dead,none
16,335,363,-1,3.6371592,0,Pocillopora,dead,none
16,338,368,-1,156.7881749,0,Pocillopora,dead,none
16,339,369,-1,4.75048476,0,Pocillopora,dead,none
16,340,370,-1,61.39258596,0,Pocillopora,dead,none
16,341,371,-1,2.994003,0,Pocillopora,dead,none
16,346,377,-1,97.52909328,0,Pocillopora,dead,none
16,354,385,-1,40.30593372,0,Pocillopora,dead,none
16,356,387,-1,51.90935868,0,Pocillopora_dead,dead,none
16,357,388,-1,491.0431054,0,Pocillopora,dead,none
16,358,389,-1,354.2149505,0,Pocillopora,dead,none
16,359,390,-1,452.5557512,0,Pocillopora,dead,none
16,362,393,-1,44.34672888,0,Pocillopora_dead,dead,none
16,364,395,-1,108.1478239,0,Pocillopora_dead,dead,none
16,368,400,-1,586.8600725,0,Pocillopora,dead,none
16,370,402,-1,44.16043536,0,Pocillopora,dead,none
16,375,408,-1,10.84937976,0,Pocillopora_dead,dead,none
16,377,410,-1,11.865123,0,Pocillopora_dead,dead,none
16,379,412,-1,45.81046368,0,Pocillopora,dead,none
16,383,416,-1,60.28369596,0,Pocillopora_dead,dead,none
16,384,417,-1,42.28862904,0,Pocillopora_dead,dead,none
16,388,422,-1,5.05210284,0,Pocillopora_dead,dead,none
16,392,426,-1,17.12569716,0,Pocillopora_dead,dead,none
16,393,427,-1,81.22397472,0,Pocillopora_dead,dead,none
16,396,431,-1,525.9598337,0,Pocillopora,dead,none
16,399,435,-1,661.2178003,0,Pocillopora,dead,none
16,402,438,-1,24.19154424,0,Pocillopora_dead,dead,none
16,404,440,-1,61.8982398,0,Pocillopora_dead,dead,none
16,405,441,-1,1206.405787,0,Acropora,dead,none
16,415,451,-1,14.66396136,0,Pocillopora_dead,dead,none
16,420,456,-1,63.16680996,0,Pocillopora_dead,dead,none
16,421,457,-1,12.03810984,0,Pocillopora,dead,none
16,422,458,-1,44.69270256,0,Pocillopora_dead,dead,none
16,424,460,-1,1092.274392,0,Pocillopora,dead,none
16,425,461,-1,31.75417404,0,Pocillopora,dead,none
16,426,462,-1,45.59312124,0,Pocillopora_dead,dead,none
16,429,465,-1,15.83938476,0,Pocillopora_dead,dead,none
16,432,468,-1,10.60542396,0,Pocillopora,dead,none
16,434,470,-1,527.8405111,0,Pocillopora,dead,none
16,436,472,-1,15.25389084,0,Pocillopora,dead,none
16,437,473,-1,112.4192682,0,Pocillopora_dead,dead,none
16,438,474,-1,85.69945476,0,Pocillopora,dead,none
16,441,477,-1,55.6884558,0,Pocillopora,dead,none
16,442,478,-1,68.12576604,0,Pocillopora_dead,dead,none
16,443,479,-1,20.49672276,0,Pocillopora_dead,dead,none
16,448,484,-1,835.4687749,0,Pocillopora,dead,none
16,450,486,-1,4.3912044,0,Pocillopora_dead,dead,none
16,452,488,-1,38.03049144,0,Pocillopora,dead,none
16,454,490,-1,436.831691,0,Pocillopora,dead,none
16,455,491,-1,25.7927814,0,Pocillopora,dead,none
16,458,495,-1,104.2312244,0,Pocillopora,dead,none
16,461,499,-1,14.73936588,0,Pocillopora_dead,dead,none
16,463,501,-1,55.5332112,0,Pocillopora,dead,none
16,466,504,-1,89.5761342,0,Pocillopora,dead,none
16,467,505,-1,24.48872676,0,Pocillopora,dead,none
16,468,506,-1,29.74486536,0,Pocillopora,dead,none
16,470,508,-1,17.98176024,0,Pocillopora_dead,dead,none
16,474,512,-1,67.82414796,0,Pocillopora,dead,none
16,479,518,-1,231.2567917,0,Pocillopora,dead,none
16,482,521,-1,64.63941588,0,Pocillopora,dead,none
16,483,523,-1,94.53952584,0,Pocillopora,dead,none
16,485,525,-1,161.0418769,0,Pocillopora_dead,dead,none
16,486,527,-1,127.2473453,0,Pocillopora_dead,dead,none
16,488,529,-1,73.15569108,0,Pocillopora,dead,none
16,490,541,-1,83.86313292,0,Acropora,dead,none
16,491,542,-1,221.0372615,0,Acropora,dead,none
16,492,543,-1,133.661165,0,Acropora,dead,none
16,493,544,-1,63.97408188,0,Acropora,dead,none
16,497,548,-1,290.7642647,0,Acropora,dead,none
16,498,549,-1,86.86600704,0,Acropora,dead,none
16,500,551,-1,202.8692077,0,Acropora,dead,none
16,501,552,-1,411.3449633,0,Acropora,dead,none
16,502,553,-1,171.3368117,0,Acropora,dead,none
16,503,554,-1,175.7723717,0,Acropora,dead,none
16,505,556,-1,294.742962,0,Acropora,dead,none
16,506,557,-1,478.9340266,0,Acropora,dead,none
16,507,558,-1,312.3654419,0,Acropora,dead,none
16,508,559,-1,150.0106392,0,Acropora,dead,none
16,510,561,-1,155.1381466,0,Acropora,dead,none
16,511,562,-1,0.83388528,0,Acropora,dead,none
16,512,563,-1,205.477317,0,Acropora,dead,none
16,513,564,-1,205.8543396,0,Acropora,dead,none
16,514,565,-1,51.68758068,0,Acropora,dead,none
16,516,567,-1,61.32605256,0,Acropora,dead,none
16,517,568,-1,58.46955192,0,Acropora,dead,none
16,518,569,-1,245.6013928,0,Acropora,dead,none
16,519,570,-1,257.856845,0,Acropora,dead,none
16,9,15,15,170.3476818,215.0669977,Pocillopora,grow,none
16,11,18,17,205.3974769,223.7429531,Pocillopora,grow,none
16,13,20,19,49.16374704,77.5779444,Pocillopora,grow,none
16,18,26,23,85.06516968,120.0706092,Pocillopora,grow,none
16,23,32,31,106.1695642,119.8621379,Pocillopora,grow,none
16,24,33,28,130.5119174,197.2937088,Pocillopora,grow,none
16,26,35,33,46.40482872,58.11914268,Pocillopora_dead,grow,none
16,27,36,34,143.2419746,192.2016859,Pocillopora,grow,none
16,30,39,38,206.8434695,246.0405132,Pocillopora,grow,none
16,31,42,44,696.8797027,827.0323398,Pocillopora,grow,none
16,33,44,45,96.806097,142.3992182,Pocillopora,grow,none
16,38,49,9,52.10008776,72.57463272,Pocillopora,grow,none
16,42,53,53,84.96758736,135.989834,Pocillopora_dead,grow,none
16,43,54,54,312.9775492,335.0267179,Pocillopora,grow,none
16,46,58,57,467.286246,650.7188298,Pocillopora,grow,none
16,47,59,60,101.423515,141.93792,Pocillopora,grow,none
16,52,65,67,219.5025577,258.8992016,Pocillopora,grow,none
16,55,68,71,246.4929403,277.0495132,Pocillopora,grow,none
16,56,69,212,83.37078576,97.34723532,Pocillopora,grow,none
16,57,70,76,43.48623024,54.30899664,Pocillopora,grow,none
16,58,71,72,142.6254318,177.0808619,Pocillopora,grow,none
16,59,72,73,51.03998892,103.8586374,Pocillopora,grow,none
16,60,73,74,140.9266123,160.0704893,Pocillopora,grow,none
16,61,74,80,159.8930669,191.243605,Pocillopora,grow,none
16,62,75,77,195.4307736,267.0118409,Pocillopora,grow,none
16,63,76,79,45.81046368,88.46280864,Pocillopora,grow,none
16,64,77,81,92.9915154,114.7435016,Pocillopora,grow,none
