Blob1,Blob2,Area1,Area2 (live),Area2 (dead)
546,646;652;662,388.8599941116,420.26704509239994,38.2056910488
548,644;654,343.08692787599995,428.2343402832,59.4725481504
556,672;663;667,337.3236362628,835.8017034708,11.393276558399998
560,664;666,270.64364092919993,334.29313134359995,17.232108616799998
562,665;670,286.65377175599997,257.13523190519993,37.81465815599999
563,674;680,167.5176025644,171.55235104919996,29.0208616236
565,668;675;676;687,259.06373503559996,289.8931237884,73.46974829039999
567,678;692,340.5674318508,318.9228725232,26.630228710799997
579,687;699;700,155.7332931132,147.3971828076,69.09284602439999
584,705;706;708;733,310.2001728804,257.82398302319996,70.93692159839999
589,709;731,237.64135348799994,283.69880728199996,39.321023504399996
592,726;715,175.942583982,171.7123190508,132.2535453228
593,712;721,6.305405396399999,68.5773935748,47.6704644768
602,727;737,313.9771951404,373.94297796239994,31.1848732008
613,739;754,141.41615696999997,63.86722463879999,40.591880405999994
619,747;752;762,384.1987042871999,340.81627096439996,42.88475509559999
623,753;760;769;779;781,686.5737757559999,718.3096498512,24.555088245599997
624,758;771,126.01034970479999,106.05878506079998,14.241595698
627,776;767;772,345.1976167859999,387.97128299159994,61.4632610592
651,799;801,35.2996056864,44.3066928876,6.865293402
