Blob1,Blob2,Area1,Area2,Growth/Shrink
275,227,344.1667118868,470.95468382159993,Growth
276,231,156.8397384576,88.48007910719998,Shrink
280,225;245,154.3868957664,455.02009344,Growth
282,234,481.27706348039993,611.8020656747999,Growth
284,242,195.62753528999997,177.6266915544,Shrink
285,237,45.901929347999996,71.052454044,Growth
291,244,34.0331923404,67.1510122272,Growth
292,247,122.07780299879998,159.34590381599997,Growth
298,253,51.33195429119999,98.34032898359999,Growth
300,255,29.629628740799998,73.30978028879998,Growth
305,261,435.09963368519993,489.99531956759995,Growth
308,264,359.77247915399994,413.9749703627999,Growth
310,263,85.86726841439999,127.9655141688,Growth
312,268,230.2828254144,302.9749514748,Growth
318,274,118.23857096039997,160.4079136044,Growth
320,276,258.44163725159996,321.7667481072,Growth
323,282,168.26411990519998,195.605317512,Growth
326,280,157.06635979319998,190.2419459028,Growth
333,286,141.37616496959998,167.88641767919998,Growth
337,293,226.33694804159998,272.9720640636,Growth
339,296,37.3436412624,22.475504224799998,Shrink
343,301,75.07387186199999,132.40018265759997,Growth
345,302,84.05429772960001,72.9098602848,Shrink
346,304,59.6458468188,68.64404690880001,Growth
352,308;313,113.91054780599998,121.73120566200001,Growth
360,314,170.73473681879997,204.49687226759997,Growth
361,315,87.7335617664,149.036854824,Growth
362,318,37.543601264399996,130.1428564128,Growth
363,317,348.197016816,420.89358643199995,Growth
364,316,262.2231030672,317.97639518039995,Growth
367,319,16.476704164799997,16.054566382799997,Shrink
369,318,48.57694981919999,130.1428564128,Growth
370,321,77.90441677919999,105.88992994799999,Growth
371,325,299.229034104,298.1714678712,Shrink
374,326,257.2018852392,373.3564286232,Growth
376,329,46.73731780079999,75.1894043076,Growth
378,331,44.635516001999996,37.25477015039999,Shrink
380,327,168.57072524159997,240.640753518,Growth
381,335,32.775666105599996,33.7887967824,Growth
382,332,135.3906955764,158.17280513759997,Growth
390,338,102.91274769599998,124.29958079879998,Growth
393,343,166.78441589039997,209.1626056476,Growth
395,344,145.49978456639997,195.8630437368,Growth
397,349,227.20344138359997,301.6907639064,Growth
398,348,55.62442900079999,57.68179524359999,Growth
400,350,90.159743124,132.02692398719998,Growth
403,353,125.91259148159997,174.68950130279998,Growth
407,356,362.59413695999996,379.08417179159994,Growth
409,353,2.0529226871999997,174.68950130279998,Growth
412,361,170.76139815239995,218.72958085439998,Growth
418,366,137.1014644824,183.85211294999996,Growth
420,375,165.94458388200002,180.34170402599997,Growth
425,374,287.24476465079994,362.2297654008,Growth
433,382,415.76572326959996,491.93270980920005,Growth
442,388,239.4454370616,283.64992817039996,Growth
445,392,176.48469776519997,188.9133227784,Growth
452,401,50.1588556128,67.4798353416,Growth
453,403,132.05358532079998,153.7781286492,Growth
454,407,54.682395213599996,32.14912476599999,Shrink
456,406,139.460992506,186.70487564519996,Growth
464,414,292.21265981159996,338.93220339,Growth
466,415,71.8478504964,86.5204710876,Growth
471,419,75.6026549784,76.45137409799999,Growth
473,420,278.299887228,342.8247580956,Growth
476,423,144.43333122239997,170.2503892584,Growth
477,427,75.8203892028,94.625516502,Growth
489,433,81.5881243716,114.99921892799999,Growth
491,432,332.3868459912,389.1932607816,Growth
493,437,19.916016199199998,88.64004710879999,Growth
494,439,275.6426409792,298.2781132056,Growth
496,438,38.2456830492,58.494965918400005,Growth
501,437,61.10777661119999,88.64004710879999,Growth
502,442,79.0686283464,130.7427364188,Growth
508,450,227.087908938,267.0221431152,Growth
510,451,96.669552078,118.88733007799998,Growth
512,449,35.8461630252,106.80530240159999,Growth
518,457,206.52313362119995,198.42253176239996,Shrink
521,454,63.782797082399995,87.3247546512,Growth
526,462,285.60509263439997,327.31674905159997,Growth
529,464,99.7489361088,99.14905610279999,Shrink
531,467,147.370521474,117.68312651039997,Shrink
534,470,45.693082234799995,35.450686576799995,Shrink
535,466,115.80794604719999,138.23012760479997,Growth
541,473,91.23952713479999,130.6894137516,Growth
543,476,186.70487564519996,217.01436839279998,Growth
545,478,107.08080284879999,83.3877643896,Shrink
546,479,731.1381948683999,856.7797294584,Growth
550,482,22.306649112,23.404207345199996,Growth
552,481,78.3132238944,84.16983017519999,Growth
556,486,303.028274142,350.92980351,Growth
562,491,16.5255832764,38.4323123844,Growth
565,494,22.364415334799997,51.2608574016,Growth
566,496,207.18522340559997,285.59620552319996,Growth
567,497,264.66705864719995,366.83328900239997,Growth
572,502,160.68341405159998,200.83982600879997,Growth
575,503,43.631272436399996,59.21037837,Growth
579,507,34.117619896799994,36.53491414319999,Growth
583,514,53.242683199199995,50.869824508799994,Shrink
589,518,370.6769645964,450.5543200619999,Growth
592,519,234.7397116812,268.95508980119996,Growth
600,525,127.8544252788,229.5585258516,Growth
605,532,103.54817614679997,100.3843645596,Shrink
607,530,253.22934653279998,315.92347249319994,Growth
611,536,142.0471418652,186.48269786519998,Growth
612,537,214.54375147919995,266.0001253272,Growth
614,539,166.43781855359998,205.03898605079996,Growth
616,542,44.320023554399995,43.724587104,Shrink
617,541,69.73271803079999,93.27023204399998,Growth
622,548,302.7794350284,390.98401368839995,Growth
625,552,299.23792121519995,333.4310815572,Growth
626,553,98.7757974324,141.70054452839997,Growth
629,559,63.276231744,98.78468454359998,Growth
630,551,269.03507380199994,362.638572516,Growth
636,561,234.6463970136,350.3388106152,Growth
637,565,93.59016804719998,106.5075841764,Growth
640,564,299.6422847748,391.2461834687999,Growth
642,568,90.81738935279998,120.1404127572,Growth
645,567,118.8784429668,208.82933897759997,Growth
648,572,141.73164941759998,176.7913031016,Growth
652,578,312.5330395704,474.2518020768,Growth
658,581,56.482035231599994,70.72363092959999,Growth
659,585,86.40049508639999,132.79121555039998,Growth
660,584,323.46418634639997,424.38177757799997,Growth
662,578,107.73400552199999,474.2518020768,Growth
664,594,334.29313134359995,386.3849336424,Growth
672,588,567.3487354524,739.9986447347999,Growth
675,596,94.9898880612,95.3675902872,Growth
677,590,100.19773522439999,146.6106734664,Growth
679,600,48.05705381399999,70.608098484,Growth
681,601,33.6243852252,67.8886424568,Growth
685,604,134.2042662312,173.3253297336,Growth
689,601,15.3613717092,67.8886424568,Growth
698,619,217.53426439799998,272.07890938799994,Growth
699,616,135.795059136,152.04069840959997,Growth
701,586;627,51.3275107356,251.99403807599995,Growth
702,621,39.18771683639999,175.053872862,Growth
705,623,12.5219396808,22.7465611164,Growth
707,626,64.1827170864,64.8048148704,Growth
708,632,220.8536004312,265.85793154799995,Growth
714,635,61.43215616999999,44.639959557599994,Shrink
716,630,173.04982928639998,193.48574149079997,Growth
717,621,72.7143438384,175.053872862,Growth
718,634,68.92843446719999,98.5891680972,Growth
720,636,41.11177641119999,57.810658356000005,Growth
725,640,177.92885333519996,231.16709297879996,Growth
726,645,171.7123190508,201.22641534599998,Growth
732,621,16.889954835599998,175.053872862,Growth
733,648,24.448442911199994,49.598967607199995,Growth
734,646,272.2699822788,319.5316396404,Growth
736,649,59.6725081524,87.6802390992,Growth
738,650,129.6451781856,169.53942036239997,Growth
741,654,18.271900627199997,34.4419994556,Growth
742,659,143.27800676639998,152.5605944148,Growth
743,656,52.611698303999994,64.5693064236,Growth
745,662,653.3537540903999,634.3442232335999,Shrink
746,657,27.518939830799994,59.9524521552,Growth
750,663,46.4395995756,65.35581576479998,Growth
751,665,25.665977145599996,32.597923881599996,Growth
753,666,94.26558849839999,103.66815214799999,Growth
756,668,227.132344494,302.583918582,Growth
757,670,33.8465630052,35.948364804,Growth
759,671,130.1250821904,160.60787360639998,Growth
760,673,281.3303921472,316.42559427599997,Growth
763,675,94.136725386,153.6492655368,Growth
769,681,67.75089223319999,54.646846768799996,Shrink
770,682,117.3720776184,173.5830559584,Growth
773,684,148.03261125839998,253.3404354228,Growth
775,685,228.99863784599998,295.0476482844,Growth
777,687,47.572706253599996,61.214421945599995,Growth
780,690,64.5915242016,68.1241509036,Growth
782,692,144.32224233239998,182.19911026679998,Growth
784,697,158.16391802639998,165.0025500948,Growth
788,698,604.65682827,681.5125659275999,Growth
789,702,101.42860012559998,125.78372836919998,Growth
790,701,74.44288696679999,111.00446244359999,Growth
791,704,81.3303981468,79.4774354616,Shrink
792,703,77.8111021116,93.03472359719999,Growth
793,707;706,75.56266297799999,272.34107916840003,Growth
795,709,139.7453800644,160.3812522708,Growth
797,707,113.76391047119999,200.06664733440002,Growth
798,701,13.3928765784,111.00446244359999,Growth
799,710,44.3066928876,67.77311001119999,Growth
800,713,154.013637096,161.3810522808,Growth
802,715,44.6310724464,26.750204711999995,Shrink
805,718,45.3509284536,48.825788932799995,Growth
