Image name,TagLab Id,TagLab Type,TagLab Date,TagLab Class name,TagLab Genet Id,TagLab Centroid x,TagLab Centroid y,TagLab Area,TagLab Surf. area,TagLab Perimeter,TagLab Note
Plot18_2019_IMAGE.tif,0,Region,2019-01-01,Pocillopora,100,7592.6,242.4,945.02,2138.6,144.4,
Plot18_2019_IMAGE.tif,1,Region,2019-01-01,Pocillopora_dead,0,7190.9,179.6,315.25,715.48,87.5,
Plot18_2019_IMAGE.tif,2,Region,2019-01-01,Pocillopora,2,6067.4,253.2,312.9,628.11,90.1,
Plot18_2019_IMAGE.tif,3,Region,2019-01-01,Pocillopora_dead,814,5704.1,201.2,339.44,686.24,86.2,
Plot18_2019_IMAGE.tif,4,Region,2019-01-01,Pocillopora,1,5197.9,257.4,297.62,565.03,79.4,
Plot18_2019_IMAGE.tif,6,Region,2019-01-01,Pocillopora_dead,815,4602.9,281.0,560.83,986.51,109.2,
Plot18_2019_IMAGE.tif,7,Region,2019-01-01,Pocillopora,3,7933.3,225.3,105.97,231.65,52.3,
Plot18_2019_IMAGE.tif,8,Region,2019-01-01,Pocillopora_dead,814,6354.2,396.6,416.73,778.64,93.8,
Plot18_2019_IMAGE.tif,9,Region,2019-01-01,Pocillopora,14,1425.8,392.8,217.12,401.08,107.3,
Plot18_2019_IMAGE.tif,10,Region,2019-01-01,Pocillopora_dead,632,1787.4,454.7,651.65,1248.5,125.5,
Plot18_2019_IMAGE.tif,11,Region,2019-01-01,Pocillopora,9,2633.3,350.6,144.89,275.48,54.3,
Plot18_2019_IMAGE.tif,12,Region,2019-01-01,Pocillopora_dead,815,4328.0,404.8,231.58,393.74,68.5,
Plot18_2019_IMAGE.tif,13,Region,2019-01-01,Pocillopora,8,461.4,387.6,245.73,478.04,84.1,
Plot18_2019_IMAGE.tif,14,Region,2019-01-01,Pocillopora_dead,816,5427.7,510.6,510.28,1026.06,103.1,
Plot18_2019_IMAGE.tif,15,Region,2019-01-01,Pocillopora,13,2137.7,480.5,406.8,778.94,139.2,
Plot18_2019_IMAGE.tif,16,Region,2019-01-01,Pocillopora,12,908.4,335.4,46.48,76.66,39.8,
Plot18_2019_IMAGE.tif,17,Region,2019-01-01,Pocillopora,10,5706.1,367.4,53.0,91.11,32.0,
Plot18_2019_IMAGE.tif,18,Region,2019-01-01,Pocillopora_dead,632,1349.8,420.9,80.1,132.41,51.7,
Plot18_2019_IMAGE.tif,19,Region,2019-01-01,Pocillopora_dead,632,1191.0,446.5,108.72,200.11,47.0,
Plot18_2019_IMAGE.tif,20,Region,2019-01-01,Pocillopora,21,5815.4,429.2,79.78,129.82,38.1,
Plot18_2019_IMAGE.tif,21,Region,2019-01-01,Pocillopora,817,759.4,417.0,30.29,50.47,25.6,
Plot18_2019_IMAGE.tif,22,Region,2019-01-01,Pocillopora_dead,632,907.5,419.9,66.11,107.73,45.2,
Plot18_2019_IMAGE.tif,23,Region,2019-01-01,Pocillopora_dead,818,2536.6,506.5,226.96,430.23,70.9,
Plot18_2019_IMAGE.tif,24,Region,2019-01-01,Pocillopora,12,887.6,484.6,89.22,153.68,68.8,
Plot18_2019_IMAGE.tif,25,Region,2019-01-01,Pocillopora,20,7203.7,492.3,193.34,361.69,65.2,
Plot18_2019_IMAGE.tif,26,Region,2019-01-01,Pocillopora_dead,814,6004.1,592.3,495.67,989.12,103.7,
Plot18_2019_IMAGE.tif,27,Region,2019-01-01,Pocillopora_dead,0,6641.7,593.3,491.62,973.23,100.7,
Plot18_2019_IMAGE.tif,28,Region,2019-01-01,Pocillopora,24,6157.4,446.6,14.11,20.9,16.8,
Plot18_2019_IMAGE.tif,29,Region,2019-01-01,Pocillopora_dead,46,7629.5,641.2,477.25,853.4,108.8,
Plot18_2019_IMAGE.tif,30,Region,2019-01-01,Pocillopora,29,7411.6,577.1,189.06,365.65,73.4,
Plot18_2019_IMAGE.tif,31,Region,2019-01-01,Pocillopora_dead,46,7904.0,628.2,196.24,416.34,72.0,
Plot18_2019_IMAGE.tif,32,Region,2019-01-01,Pocillopora,30,4468.8,576.7,137.22,249.41,61.0,
Plot18_2019_IMAGE.tif,33,Region,2019-01-01,Pocillopora,35,5629.9,542.1,38.93,62.45,28.0,
Plot18_2019_IMAGE.tif,34,Region,2019-01-01,Pocillopora,37,4120.0,586.9,110.09,186.3,46.8,
Plot18_2019_IMAGE.tif,35,Region,2019-01-01,Pocillopora,36,690.3,613.0,204.34,383.27,68.1,
Plot18_2019_IMAGE.tif,36,Region,2019-01-01,Pocillopora,38,2987.5,711.1,780.61,1577.62,135.4,
Plot18_2019_IMAGE.tif,37,Region,2019-01-01,Pocillopora,596,131.4,641.3,72.72,137.2,80.3,
Plot18_2019_IMAGE.tif,38,Region,2019-01-01,Pocillopora,819,2376.9,592.5,37.69,58.15,31.0,
Plot18_2019_IMAGE.tif,39,Region,2019-01-01,Pocillopora,39,4245.5,578.9,22.97,33.45,20.6,
Plot18_2019_IMAGE.tif,41,Region,2019-01-01,Pocillopora_dead,820,142.7,625.9,49.21,77.41,33.7,
Plot18_2019_IMAGE.tif,42,Region,2019-01-01,Pocillopora,42,5182.6,816.5,542.06,1023.59,150.6,
Plot18_2019_IMAGE.tif,43,Region,2019-01-01,Pocillopora,44,4522.7,775.6,322.12,570.45,93.0,
Plot18_2019_IMAGE.tif,44,Region,2019-01-01,Pocillopora,43,1597.6,692.7,58.69,111.57,33.7,
Plot18_2019_IMAGE.tif,45,Region,2019-01-01,Pocillopora,49,6857.9,843.6,336.63,663.61,103.1,
Plot18_2019_IMAGE.tif,46,Region,2019-01-01,Pocillopora_dead,58,5699.2,836.7,340.77,652.64,90.6,
Plot18_2019_IMAGE.tif,47,Region,2019-01-01,Pocillopora,51,4818.5,888.4,334.72,585.33,108.3,
Plot18_2019_IMAGE.tif,48,Region,2019-01-01,Pocillopora,635,4083.8,812.1,177.77,300.07,62.2,
Plot18_2019_IMAGE.tif,49,Region,2019-01-01,Pocillopora,636,7957.4,868.5,225.79,474.21,87.8,
Plot18_2019_IMAGE.tif,50,Region,2019-01-01,Pocillopora,52,2059.1,831.5,171.84,289.16,61.0,
Plot18_2019_IMAGE.tif,51,Region,2019-01-01,Pocillopora,592,7815.3,796.9,74.98,142.35,37.7,
Plot18_2019_IMAGE.tif,52,Region,2019-01-01,Pocillopora_dead,821,5199.7,804.6,47.23,89.23,28.9,
Plot18_2019_IMAGE.tif,53,Region,2019-01-01,Pocillopora_dead,822,944.2,796.8,23.92,49.6,22.7,
Plot18_2019_IMAGE.tif,54,Region,2019-01-01,Pocillopora,47,7616.2,840.3,60.1,101.85,34.3,
Plot18_2019_IMAGE.tif,55,Region,2019-01-01,Pocillopora_dead,0,6685.7,831.9,50.79,92.3,34.6,
Plot18_2019_IMAGE.tif,56,Region,2019-01-01,Pocillopora_dead,58,4941.9,922.1,84.28,153.89,53.4,
Plot18_2019_IMAGE.tif,57,Region,2019-01-01,Pocillopora,55,523.8,827.0,21.86,40.67,20.8,
Plot18_2019_IMAGE.tif,58,Region,2019-01-01,Pocillopora,56,2540.9,903.3,182.46,359.36,67.6,
Plot18_2019_IMAGE.tif,59,Region,2019-01-01,Pocillopora_dead,823,573.6,893.4,59.95,87.32,40.9,
Plot18_2019_IMAGE.tif,60,Region,2019-01-01,Pocillopora,60,1370.7,941.3,223.8,401.01,72.7,
Plot18_2019_IMAGE.tif,61,Region,2019-01-01,Pocillopora,44,4311.3,880.8,42.89,68.05,28.8,
Plot18_2019_IMAGE.tif,62,Region,2019-01-01,Pocillopora,64,3869.8,949.6,260.49,539.87,90.7,
