Time period,Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
2017-2018,584,648,810,120.0794803,249.8700185,Acropora,grow,none
2017-2018,585,649,806,158.0434384,277.7755477,Acropora,grow,none
2017-2018,586,650,817,100.1416381,141.3539472,Acropora,grow,none
2017-2018,587,651,818,198.974786,218.6807017,Acropora,grow,none
2017-2018,588,652,809,312.8710957,429.2785758,Acropora,grow,none
2017-2018,589,653,812,680.6278109,1008.038362,Acropora,grow,none
2017-2018,593,657,261,439.6305294,578.7331249,Pocillopora,grow,none
2017-2018,594,658,819,166.3911623,177.8666436,Acropora,grow,none
2017-2018,595,659,820,34.22478096,40.60965463,Acropora,grow,none
2017-2018,596,660,813,334.7472776,400.799828,Acropora,grow,none
2017-2018,597,661,821,201.9377401,321.1135454,Acropora,grow,none
2017-2018,598,662,815,80.4832362,174.3606782,Acropora,grow,none
2017-2018,599,663,832,292.6892977,360.0790845,Acropora,grow,none
2017-2018,600,664,828,173.137649,245.0931962,Acropora,grow,none
2017-2018,601,665,829,36.68651676,76.60245499,Acropora,grow,none
2017-2018,602,666,827,227.2692233,333.6043802,Acropora,grow,none
2017-2018,603,667,824,148.5868244,187.971289,Acropora,grow,none
2017-2018,605,669,825,223.1308458,256.5531261,Acropora,grow,none
2017-2018,90,672,245,65.06079408,792.090447,Pocillopora,grow,fuse
2017-2018,607,673,642,157.7063358,226.6346663,Pocillopora,grow,none
2017-2018,609,675,401,606.5450878,676.8779374,Pocillopora,grow,none
2017-2018,38,39,57,317.657065,321.9489339,Pocillopora,same,none
2017-2018,47,49,6,236.5572859,247.0616914,Pocillopora,same,none
2017-2018,53,55,66,145.5129814,143.7890157,Pocillopora,same,none
2017-2018,85,89,297,402.5181989,417.858638,Pocillopora,same,none
2017-2018,115,121,189,54.60617916,55.31782366,Pocillopora_dead,same,none
2017-2018,161,169,294,125.7525616,122.077803,Pocillopora,same,none
2017-2018,181,190,336,229.4115988,226.336948,Pocillopora,same,split
2017-2018,193,202,356,168.178693,170.7347368,Pocillopora,same,none
2017-2018,205,214,380,100.7404387,100.0777592,Pocillopora,same,none
2017-2018,25,230,27,456.5122708,458.5305024,Pocillopora,same,fuse
2017-2018,247,259,480,167.2339187,162.6830141,Pocillopora,same,none
2017-2018,250,262,495,79.00619472,79.06862835,Pocillopora,same,none
2017-2018,278,293,541,95.82583824,94.13228183,Pocillopora,same,none
2017-2018,302,320,579,81.58769064,78.61094212,Pocillopora_dead,same,none
2017-2018,306,324,587,228.9680428,238.8500006,Pocillopora,same,none
2017-2018,316,335,621,135.5995048,141.2384147,Pocillopora,same,none
2017-2018,318,337,618,402.5625545,421.2446273,Pocillopora,same,none
2017-2018,319,338,622,228.360371,234.646397,Pocillopora,same,none
2017-2018,331,350,645,58.65140988,56.48203523,Pocillopora,same,none
2017-2018,341,362,662,167.2161764,171.552351,Pocillopora,same,none
2017-2018,358,381,705,40.10189796,41.11177641,Pocillopora,same,none
2017-2018,376,400,760,344.572043,341.0340052,Pocillopora,same,split
2017-2018,416,448,107,113.3196869,114.3771211,Pocillopora,same,none
2017-2018,123,473,226,438.304297,424.617286,Pocillopora,same,fuse
2017-2018,460,502,826,171.8823856,168.3485475,Acropora,same,none
2017-2018,470,516,334,138.096725,140.096421,Pocillopora,same,none
2017-2018,474,520,329,770.8204879,781.6525349,Pocillopora,same,none
2017-2018,500,552,431,349.1140565,362.7407743,Pocillopora,same,none
2017-2018,504,556,520,106.1784353,103.3615468,Pocillopora,same,none
2017-2018,507,559,557,214.0778678,207.1852234,Pocillopora,same,none
2017-2018,510,564,595,274.4724528,283.0589353,Pocillopora,same,none
2017-2018,523,581,476,250.1212284,251.9184976,Pocillopora,same,none
2017-2018,535,594,452,163.8318442,155.3067118,Pocillopora,shrink,none
2017-2018,557,619,617,219.9416782,228.2876689,Pocillopora,same,none
2017-2018,582,646,802,260.3008386,264.3871146,Acropora,same,none
2017-2018,12,13,84,28.5871842,18.99175663,Pocillopora,shrink,none
2017-2018,13,14,58,29.86906104,8.722699643,Pocillopora,shrink,none
2017-2018,20,21,29,123.7876085,18.54740107,Pocillopora,shrink,split
2017-2018,20,21,40,123.7876085,26.29696204,Pocillopora,shrink,split
2017-2018,22,23,43,144.821034,125.0283239,Pocillopora,shrink,none
2017-2018,24,25,12,294.5699752,72.69656962,Pocillopora,shrink,split
2017-2018,24,25,28,294.5699752,178.1110391,Pocillopora,shrink,split
2017-2018,40,41,41,42.48379368,23.31977979,Pocillopora_dead,shrink,none
2017-2018,42,43,42,27.99725472,25.6304287,Pocillopora,shrink,none
2017-2018,48,50,0,140.9133056,132.7112315,Pocillopora,shrink,none
2017-2018,57,59,110,453.203343,84.04541062,Pocillopora_dead,shrink,none
2017-2018,65,67,98,87.79747464,59.75693571,Pocillopora,shrink,none
2017-2018,66,69,109,960.6136648,229.3096867,Pocillopora,shrink,split
2017-2018,66,69,113,960.6136648,868.3507482,Pocillopora,shrink,split
2017-2018,68,71,100,245.1489656,231.0915525,Pocillopora,shrink,none
2017-2018,70,73,103,154.4062792,137.3725214,Pocillopora,shrink,none
2017-2018,83,87,140,72.51697044,63.59616775,Pocillopora,shrink,none
2017-2018,86,90,171,186.7148982,43.78679688,Pocillopora_dead,shrink,none
2017-2018,93,97,161,112.8805664,68.32411091,Pocillopora_dead,shrink,none
2017-2018,103,108,192,663.0230732,520.1448443,Pocillopora,shrink,none
2017-2018,110,116,183,117.7419402,89.28436267,Pocillopora,shrink,none
2017-2018,122,128,198,244.4525827,135.3418165,Pocillopora,shrink,split
2017-2018,122,128,217,244.4525827,122.8954172,Pocillopora,shrink,split
2017-2018,125,131,233,196.6239392,177.9866196,Pocillopora,shrink,none
2017-2018,126,132,208,407.6323996,173.9252097,Pocillopora,shrink,split
2017-2018,126,132,227,407.6323996,134.5997427,Pocillopora,shrink,split
2017-2018,126,132,238,407.6323996,153.9380967,Pocillopora,shrink,split
2017-2018,126,132,249,407.6323996,67.46650467,Pocillopora,shrink,split
2017-2018,130,136,215,70.47217728,58.9970877,Pocillopora_dead,shrink,none
2017-2018,133,139,222,188.8794515,119.4472181,Pocillopora,shrink,none
2017-2018,135,141,230,164.7544406,155.0534291,Pocillopora,shrink,none
2017-2018,136,142,252,432.5691179,320.6203108,Pocillopora,shrink,split
2017-2018,136,142,263,432.5691179,181.3370605,Pocillopora,shrink,split
2017-2018,140,146,236,457.2796226,404.2124787,Pocillopora,shrink,none
2017-2018,141,147,251,174.0425033,24.96833892,Pocillopora_dead,shrink,none
2017-2018,155,161,271,218.8106104,40.49856574,Pocillopora,shrink,split
2017-2018,155,161,274,218.8106104,18.95176463,Pocillopora,shrink,split
2017-2018,158,166,287,48.11695488,45.90192935,Pocillopora,same,none
2017-2018,160,168,299,164.3995958,13.11293258,Pocillopora,shrink,split
2017-2018,160,168,300,164.3995958,88.36899022,Pocillopora,shrink,split
2017-2018,166,174,308,551.8679396,435.1040772,Pocillopora,shrink,none
2017-2018,176,184,323,56.775168,19.62274153,Pocillopora,shrink,none
2017-2018,181,190,337,229.4115988,37.34364126,Pocillopora,shrink,split
2017-2018,190,199,378,325.197517,135.3906956,Pocillopora,shrink,split
2017-2018,190,199,393,325.197517,227.2034414,Pocillopora,shrink,split
2017-2018,196,205,403,169.2254851,141.0251241,Pocillopora,shrink,none
2017-2018,200,209,382,120.9754634,108.1028206,Pocillopora_dead,shrink,none
2017-2018,208,217,360,279.8261737,262.2231031,Pocillopora,shrink,none
2017-2018,214,223,390,313.9932924,208.8071212,Pocillopora,shrink,split
2017-2018,214,223,405,313.9932924,188.0068374,Pocillopora,shrink,split
2017-2018,219,228,312,237.6218203,137.6080298,Pocillopora,shrink,none
2017-2018,230,240,433,140.5407186,27.11901983,Pocillopora_dead,shrink,none
2017-2018,239,250,460,230.0325772,181.6303351,Pocillopora,shrink,none
2017-2018,245,257,465,321.2099485,278.2998872,Pocillopora,shrink,split
2017-2018,245,257,467,321.2099485,3.73703026,Pocillopora,shrink,split
2017-2018,251,263,485,313.9001456,19.9160162,Pocillopora,shrink,none
2017-2018,253,265,477,206.3112023,121.5001408,Pocillopora,shrink,split
2017-2018,253,265,481,206.3112023,81.58812437,Pocillopora,shrink,split
2017-2018,258,270,462,86.53334004,68.38632068,Pocillopora,shrink,none
2017-2018,271,284,530,142.6076896,90.6129858,Pocillopora,shrink,none
2017-2018,288,304,564,239.5379822,119.8471381,Pocillopora,shrink,none
2017-2018,289,306,558,333.0662004,264.6670586,Pocillopora,shrink,split
2017-2018,289,306,569,333.0662004,34.1176199,Pocillopora,shrink,split
2017-2018,289,306,572,333.0662004,53.2426832,Pocillopora,shrink,split
2017-2018,290,307,561,83.96958636,29.1230634,Pocillopora_dead,shrink,none
2017-2018,295,312,567,264.763012,207.7051194,Pocillopora,shrink,none
2017-2018,296,313,568,133.7986674,114.768154,Pocillopora,shrink,none
2017-2018,303,321,604,237.120602,44.32002355,Pocillopora,shrink,split
2017-2018,315,334,616,321.9994782,269.0350738,Pocillopora,shrink,split
2017-2018,315,334,637,321.9994782,81.56146304,Pocillopora,shrink,split
2017-2018,326,345,639,388.1602912,312.5330396,Pocillopora,shrink,none
2017-2018,327,346,636,114.619306,106.5520197,Pocillopora,shrink,none
2017-2018,333,353,666,339.9546251,318.9228725,Pocillopora,shrink,none
2017-2018,335,355,653,286.1379756,257.1352319,Pocillopora,shrink,none
2017-2018,337,358,685,155.4530713,135.7950591,Pocillopora,shrink,none
2017-2018,340,361,2,246.5106826,227.0834654,Pocillopora,shrink,none
2017-2018,342,363,85,154.8808841,138.105708,Pocillopora,shrink,none
2017-2018,349,371,682,563.608867,469.6393914,Pocillopora,shrink,split
2017-2018,349,371,701,563.608867,173.0498293,Pocillopora,shrink,split
2017-2018,352,374,694,309.6331369,220.8536004,Pocillopora,shrink,none
2017-2018,355,378,702,411.7574704,72.71434384,Pocillopora,shrink,split
2017-2018,355,378,713,411.7574704,320.4336814,Pocillopora,shrink,split
2017-2018,355,378,717,411.7574704,16.88995484,Pocillopora,shrink,split
2017-2018,367,391,733,383.5073887,308.969308,Pocillopora,shrink,split
2017-2018,367,391,748,383.5073887,31.84696299,Pocillopora,shrink,split
2017-2018,369,393,739,685.3383756,94.2655885,Pocillopora,shrink,split
2017-2018,369,393,746,685.3383756,281.3303921,Pocillopora,shrink,split
2017-2018,369,393,754,685.3383756,67.75089223,Pocillopora,shrink,split
2017-2018,369,393,764,685.3383756,274.962777,Pocillopora,shrink,split
2017-2018,376,400,752,344.572043,46.9372778,Pocillopora,shrink,split
2017-2018,384,408,744,240.8154235,106.0587851,Pocillopora,shrink,none
2017-2018,394,418,736,75.78597816,46.43959958,Pocillopora,shrink,none
2017-2018,399,425,656,258.7084726,194.9032357,Pocillopora,shrink,split
2017-2018,399,425,663,258.7084726,94.98988806,Pocillopora,shrink,split
2017-2018,405,434,79,764.7925619,222.7332244,Pocillopora,shrink,split
2017-2018,405,434,114,764.7925619,15.53022682,Pocillopora,shrink,split
2017-2018,405,434,117,764.7925619,24.48843491,Pocillopora,shrink,split
2017-2018,405,434,120,764.7925619,2.812770695,Pocillopora,shrink,split
2017-2018,409,438,202,305.1399146,249.5411954,Pocillopora,shrink,none
2017-2018,412,442,53,582.6773394,543.9089797,Pocillopora,shrink,split
2017-2018,412,442,96,582.6773394,36.89484215,Pocillopora,shrink,split
2017-2018,413,444,59,66.34710648,32.94007766,Pocillopora,shrink,none
2017-2018,414,445,63,364.5542408,295.9096981,Pocillopora,shrink,none
2017-2018,413,446,73,97.79966244,53.82034543,Pocillopora,shrink,none
2017-2018,421,454,62,204.3240714,95.20317873,Pocillopora,shrink,split
2017-2018,421,454,71,204.3240714,9.526983206,Pocillopora,shrink,split
2017-2018,421,454,82,204.3240714,3.66593337,Pocillopora,shrink,split
2017-2018,1,456,64,529.2998104,81.40593859,Pocillopora,shrink,split
2017-2018,1,456,74,529.2998104,9.540313873,Pocillopora,shrink,split
2017-2018,1,456,81,529.2998104,105.8988171,Pocillopora,shrink,split
2017-2018,425,459,111,175.8344695,135.9905756,Pocillopora,shrink,none
2017-2018,426,460,134,175.980843,106.969714,Pocillopora,shrink,split
2017-2018,426,460,136,175.980843,43.94232133,Pocillopora,shrink,split
2017-2018,427,461,149,369.4599702,273.5141778,Pocillopora,shrink,none
2017-2018,428,462,159,227.0385742,62.53415796,Pocillopora,shrink,split
2017-2018,428,462,165,227.0385742,126.6013426,Pocillopora,shrink,split
2017-2018,429,463,253,275.0402045,114.4037825,Pocillopora,shrink,none
2017-2018,433,467,137,487.2950572,295.6786332,Pocillopora,shrink,split
2017-2018,433,467,175,487.2950572,224.7283809,Pocillopora,shrink,split
2017-2018,437,471,193,504.8598748,170.6280915,Pocillopora,shrink,split
2017-2018,437,471,210,504.8598748,290.4219069,Pocillopora,shrink,split
2017-2018,123,473,194,438.304297,198.9957504,Pocillopora,shrink,split
2017-2018,444,481,272,478.6945063,359.403664,Pocillopora,shrink,split
2017-2018,444,481,286,478.6945063,195.6275353,Pocillopora,shrink,split
2017-2018,446,486,295,261.4496486,165.8690434,Pocillopora,shrink,none
2017-2018,458,500,246,188.0766151,97.95373965,Pocillopora,shrink,none
2017-2018,465,509,320,161.9245534,118.238571,Pocillopora,shrink,none
2017-2018,467,512,372,56.48242104,46.7373178,Pocillopora,shrink,none
2017-2018,471,517,347,743.3954204,43.27134443,Pocillopora,shrink,split
2017-2018,472,518,327,217.1117909,157.0663598,Pocillopora,shrink,none
2017-2018,478,524,398,167.371421,125.9125915,Pocillopora,shrink,none
2017-2018,484,531,394,116.8814416,55.76662278,Pocillopora,shrink,split
2017-2018,484,531,400,116.8814416,62.26310107,Pocillopora,shrink,split
2017-2018,485,532,415,395.9047789,372.0144748,Pocillopora,shrink,split
2017-2018,485,532,449,395.9047789,46.95949558,Pocillopora,shrink,split
2017-2018,486,533,428,74.42426124,47.31942358,Pocillopora,shrink,none
2017-2018,490,539,364,382.6690679,48.57694982,Pocillopora,shrink,none
2017-2018,494,546,438,228.9547361,164.873687,Pocillopora,shrink,none
2017-2018,501,553,468,394.392253,144.4333312,Pocillopora,shrink,none
2017-2018,513,567,399,93.79878732,81.03712348,Pocillopora,shrink,none
2017-2018,514,568,411,334.2017038,194.2500331,Pocillopora,shrink,none
2017-2018,518,573,430,457.8296321,304.7923657,Pocillopora,shrink,none
2017-2018,522,578,471,365.4058684,332.0402487,Pocillopora,shrink,none
2017-2018,524,582,538,123.863013,107.0808028,Pocillopora,shrink,none
2017-2018,528,587,494,479.6925073,61.10777661,Pocillopora,shrink,split
2017-2018,528,587,501,479.6925073,227.0879089,Pocillopora,shrink,split
2017-2018,528,587,513,479.6925073,63.78279708,Pocillopora,shrink,split
2017-2018,529,588,507,183.7342019,143.655709,Pocillopora,shrink,none
2017-2018,531,590,536,383.3299663,186.7048756,Pocillopora,shrink,none
2017-2018,532,591,521,106.6530402,99.74893611,Pocillopora,shrink,none
2017-2018,533,592,525,76.19404968,3.323779589,Pocillopora,shrink,split
2017-2018,533,592,526,76.19404968,45.69308223,Pocillopora,shrink,split
2017-2018,541,600,544,176.9522306,80.65053414,Pocillopora,shrink,split
2017-2018,541,600,545,176.9522306,78.31322389,Pocillopora,shrink,split
2017-2018,542,602,496,328.6528182,186.6071174,Pocillopora,shrink,none
2017-2018,544,604,506,256.8632796,124.757267,Pocillopora,shrink,none
2017-2018,553,614,720,417.0313512,185.971689,Pocillopora,shrink,split
2017-2018,553,614,742,417.0313512,227.1323445,Pocillopora,shrink,split
2017-2018,563,625,794,86.15631744,45.35092845,Pocillopora,shrink,none
2017-2018,564,626,675,259.409291,244.6266229,Pocillopora,shrink,none
2017-2018,568,630,735,146.6884048,57.77510991,Pocillopora,shrink,split
2017-2018,568,630,747,146.6884048,85.92503464,Pocillopora,shrink,split
2017-2018,569,631,644,121.7605576,72.6076985,Pocillopora,shrink,none
2017-2018,570,632,611,451.247261,299.2379212,Pocillopora,shrink,split
2017-2018,570,632,626,451.247261,299.6422848,Pocillopora,shrink,split
2017-2018,573,635,655,337.475147,268.452968,Pocillopora,shrink,none
2017-2018,578,640,565,525.241273,412.8862992,Pocillopora,shrink,none
2017-2018,580,643,581,302.7314056,234.7752601,Pocillopora,shrink,none
2017-2018,591,655,811,323.6716843,274.1984854,Acropora,shrink,none
2017-2018,608,674,351,702.5838329,469.3372296,Pocillopora,shrink,split
2017-2018,608,674,385,702.5838329,46.05301024,Pocillopora,shrink,split
2017-2018,608,674,388,702.5838329,161.9187225,Pocillopora,shrink,split
2018-2019,2,-1,2,0,315.248052,Pocillopora_dead,born,none
2018-2019,836,-1,6,0,732.6178989,Pocillopora_dead,born,none
2018-2019,837,-1,7,0,560.9011363,Pocillopora_dead,born,none
2018-2019,838,-1,9,0,416.7255313,Pocillopora_dead,born,none
2018-2019,839,-1,14,0,231.5847872,Pocillopora_dead,born,none
2018-2019,840,-1,16,0,510.2845944,Pocillopora_dead,born,none
2018-2019,21,-1,19,0,52.99828764,Pocillopora,born,none
2018-2019,841,-1,20,0,80.1039768,Pocillopora_dead,born,none
2018-2019,842,-1,23,0,30.29171853,Pocillopora,born,none
2018-2019,843,-1,25,0,226.9634894,Pocillopora_dead,born,none
2018-2019,844,-1,28,0,495.6697401,Pocillopora_dead,born,none
2018-2019,845,-1,29,0,491.6172174,Pocillopora_dead,born,none
2018-2019,52,-1,31,0,477.2467586,Pocillopora_dead,born,none
2018-2019,846,-1,40,0,37.69468215,Pocillopora,born,none
2018-2019,62,-1,48,0,340.7718354,Pocillopora_dead,born,none
2018-2019,847,-1,55,0,47.23055247,Pocillopora_dead,born,none
2018-2019,848,-1,56,0,23.91965979,Pocillopora_dead,born,none
2018-2019,845,-1,58,0,50.78539695,Pocillopora_dead,born,none
2018-2019,849,-1,62,0,59.9480086,Pocillopora_dead,born,none
2018-2019,850,-1,66,0,441.6138862,Pocillopora_dead,born,none
2018-2019,851,-1,69,0,133.3111116,Pocillopora_dead,born,none
2018-2019,73,-1,70,0,178.0488293,Pocillopora_dead,born,none
2018-2019,57,-1,75,0,362.4919352,Pocillopora_dead,born,none
2018-2019,852,-1,79,0,116.5500198,Pocillopora_dead,born,none
2018-2019,62,-1,81,0,398.3469853,Pocillopora_dead,born,none
2018-2019,853,-1,83,0,399.9066733,Pocillopora_dead,born,none
2018-2019,854,-1,84,0,298.7357994,Pocillopora_dead,born,none
2018-2019,73,-1,85,0,664.8670067,Pocillopora_dead,born,none
2018-2019,633,-1,87,0,72.54993228,Pocillopora_dead,born,none
2018-2019,855,-1,89,0,139.1810485,Pocillopora_dead,born,none
2018-2019,856,-1,90,0,167.9219661,Pocillopora_dead,born,none
2018-2019,857,-1,91,0,18.4052073,Pocillopora,born,none
2018-2019,858,-1,93,0,172.6143608,Pocillopora_dead,born,none
2018-2019,859,-1,94,0,285.8761495,Pocillopora_dead,born,none
2018-2019,860,-1,95,0,925.5037604,Pocillopora_dead,born,none
2018-2019,860,-1,96,0,107.2629886,Pocillopora_dead,born,none
2018-2019,861,-1,97,0,685.1829429,Pocillopora_dead,born,none
2018-2019,862,-1,103,0,51.58523696,Pocillopora_dead,born,none
2018-2019,863,-1,108,0,36.05501014,Pocillopora_dead,born,none
2018-2019,121,-1,109,0,234.5086468,Pocillopora_dead,born,none
2018-2019,864,-1,110,0,101.2286401,Pocillopora,born,none
2018-2019,644,-1,112,0,41.11177641,Pocillopora_dead,born,none
2018-2019,62,-1,114,0,337.6968949,Pocillopora_dead,born,none
2018-2019,865,-1,115,0,32.34464121,Pocillopora,born,none
2018-2019,866,-1,116,0,61.40993839,Pocillopora_dead,born,none
2018-2019,666,-1,126,0,577.6755587,Pocillopora_dead,born,none
2018-2019,867,-1,128,0,1012.210861,Pocillopora_dead,born,none
2018-2019,868,-1,129,0,65.15585576,Pocillopora_dead,born,none
2018-2019,869,-1,135,0,51.13199429,Pocillopora_dead,born,none
2018-2019,870,-1,142,0,32.15801188,Pocillopora_dead,born,none
2018-2019,871,-1,146,0,133.0400547,Pocillopora_dead,born,none
2018-2019,872,-1,151,0,129.3030244,Pocillopora_dead,born,none
2018-2019,873,-1,152,0,351.3608284,Pocillopora_dead,born,none
2018-2019,874,-1,161,0,38.59672394,Pocillopora_dead,born,none
2018-2019,875,-1,162,0,82.27687549,Pocillopora,born,none
2018-2019,876,-1,166,0,72.37663361,Pocillopora_dead,born,none
2018-2019,877,-1,167,0,28.28323139,Pocillopora_dead,born,none
2018-2019,139,-1,169,0,331.0093438,Pocillopora_dead,born,none
2018-2019,148,-1,172,0,79.38412079,Pocillopora_dead,born,none
2018-2019,878,-1,173,0,94.04341072,Pocillopora_dead,born,none
2018-2019,879,-1,177,0,95.14096895,Pocillopora_dead,born,none
2018-2019,880,-1,182,0,245.5686567,Pocillopora_dead,born,none
2018-2019,881,-1,189,0,119.7671541,Pocillopora_dead,born,none
2018-2019,882,-1,191,0,331.6847642,Pocillopora_dead,born,none
2018-2019,666,-1,192,0,1031.39369,Pocillopora_dead,born,none
2018-2019,148,-1,193,0,325.237165,Pocillopora_dead,born,none
2018-2019,878,-1,197,0,269.412776,Pocillopora_dead,born,none
2018-2019,164,-1,198,0,965.6512852,Pocillopora_dead,born,none
2018-2019,883,-1,199,0,87.76466666,Pocillopora_dead,born,none
2018-2019,878,-1,202,0,285.6273104,Pocillopora_dead,born,none
2018-2019,666,-1,203,0,851.4385756,Pocillopora_dead,born,none
2018-2019,884,-1,204,0,185.8694872,Pocillopora_dead,born,none
2018-2019,885,-1,210,0,108.8315638,Pocillopora_dead,born,none
2018-2019,878,-1,212,0,955.0178567,Pocillopora_dead,born,none
2018-2019,886,-1,213,0,212.588587,Pocillopora_dead,born,none
2018-2019,887,-1,215,0,47.77710981,Pocillopora_dead,born,none
2018-2019,888,-1,216,0,700.1888301,Pocillopora_dead,born,none
2018-2019,164,-1,227,0,519.9804328,Pocillopora_dead,born,none
2018-2019,889,-1,232,0,32.56237544,Pocillopora_dead,born,none
2018-2019,890,-1,233,0,1131.635861,Pocillopora_dead,born,none
2018-2019,891,-1,239,0,208.1672492,Pocillopora_dead,born,none
2018-2019,892,-1,241,0,88.40009511,Pocillopora,born,none
2018-2019,890,-1,242,0,62.72078729,Pocillopora_dead,born,none
2018-2019,890,-1,244,0,525.997007,Pocillopora_dead,born,none
2018-2019,893,-1,246,0,733.9642962,Pocillopora_dead,born,none
2018-2019,894,-1,248,0,244.0400736,Pocillopora,born,none
2018-2019,159,-1,249,0,449.2479147,Pocillopora_dead,born,none
2018-2019,878,-1,252,0,69.75493581,Pocillopora_dead,born,none
2018-2019,895,-1,253,0,59.57474993,Pocillopora_dead,born,none
2018-2019,890,-1,254,0,163.6028301,Pocillopora_dead,born,none
2018-2019,896,-1,258,0,38.15681194,Pocillopora_dead,born,none
2018-2019,897,-1,260,0,532.3957271,Pocillopora_dead,born,none
2018-2019,898,-1,262,0,90.42635646,Pocillopora_dead,born,none
2018-2019,899,-1,268,0,134.0576289,Pocillopora_dead,born,none
2018-2019,159,-1,269,0,548.174793,Pocillopora_dead,born,none
2018-2019,900,-1,271,0,72.48327895,Pocillopora_dead,born,none
2018-2019,901,-1,273,0,72.85653762,Pocillopora_dead,born,none
2018-2019,181,-1,274,0,384.5897372,Pocillopora,born,none
2018-2019,902,-1,275,0,83.85433773,Pocillopora_dead,born,none
2018-2019,903,-1,277,0,45.51534001,Pocillopora,born,none
2018-2019,904,-1,280,0,25.02166158,Pocillopora_dead,born,none
2018-2019,905,-1,281,0,619.2716826,Pocillopora_dead,born,none
2018-2019,906,-1,283,0,31.48703498,Pocillopora_dead,born,none
2018-2019,185,-1,287,0,830.2828074,Pocillopora_dead,born,none
2018-2019,209,-1,288,0,972.2810702,Pocillopora_dead,born,none
2018-2019,185,-1,290,0,825.5726385,Pocillopora_dead,born,none
2018-2019,209,-1,291,0,53.87366809,Pocillopora_dead,born,none
2018-2019,907,-1,293,0,31.23375231,Pocillopora_dead,born,none
2018-2019,908,-1,299,0,17.26321351,Pocillopora_dead,born,none
2018-2019,909,-1,301,0,206.3320607,Pocillopora_dead,born,none
2018-2019,910,-1,309,0,62.43195618,Pocillopora_dead,born,none
2018-2019,216,-1,310,0,602.6838896,Pocillopora_dead,born,none
2018-2019,911,-1,311,0,559.0259558,Pocillopora_dead,born,none
2018-2019,912,-1,313,0,26.34584115,Pocillopora,born,none
2018-2019,913,-1,320,0,162.8785305,Pocillopora_dead,born,none
2018-2019,185,-1,322,0,731.5247842,Pocillopora_dead,born,none
2018-2019,914,-1,323,0,79.12195101,Pocillopora_dead,born,none
2018-2019,216,-1,324,0,235.2285028,Pocillopora_dead,born,none
2018-2019,209,-1,329,0,905.0767353,Pocillopora_dead,born,none
2018-2019,915,-1,344,0,18.33855396,Pocillopora_dead,born,none
2018-2019,217,-1,347,0,103.2771193,Pocillopora_dead,born,none
2018-2019,916,-1,349,0,851.1586316,Pocillopora_dead,born,none
2018-2019,917,-1,355,0,76.83796344,Pocillopora_dead,born,none
2018-2019,918,-1,358,0,28.39876384,Pocillopora_dead,born,none
2018-2019,214,-1,360,0,86.37827731,Pocillopora,born,none
2018-2019,919,-1,362,0,1357.328494,Pocillopora_dead,born,none
2018-2019,920,-1,363,0,416.6188859,Pocillopora_dead,born,none
2018-2019,209,-1,365,0,200.4443496,Pocillopora_dead,born,none
2018-2019,224,-1,367,0,491.9682583,Pocillopora_dead,born,none
2018-2019,921,-1,368,0,46.83063247,Pocillopora_dead,born,none
2018-2019,922,-1,370,0,112.1731176,Pocillopora_dead,born,none
2018-2019,923,-1,375,0,8.22057786,Pocillopora_dead,born,none
2018-2019,262,-1,376,0,771.192405,Pocillopora_dead,born,none
2018-2019,924,-1,377,0,11.50436545,Pocillopora_dead,born,none
2018-2019,925,-1,378,0,23.63082868,Pocillopora_dead,born,none
2018-2019,926,-1,380,0,22.66657712,Pocillopora_dead,born,none
2018-2019,262,-1,389,0,208.2783381,Pocillopora_dead,born,none
2018-2019,284,-1,391,0,327.8322015,Pocillopora_dead,born,none
2018-2019,284,-1,392,0,579.781804,Pocillopora_dead,born,none
2018-2019,224,-1,393,0,22.14668111,Pocillopora_dead,born,none
2018-2019,284,-1,394,0,834.7352501,Pocillopora_dead,born,none
2018-2019,927,-1,395,0,93.63904716,Pocillopora_dead,born,none
2018-2019,262,-1,396,0,57.73067436,Pocillopora_dead,born,none
2018-2019,928,-1,398,0,23.37754601,Pocillopora_dead,born,none
2018-2019,284,-1,402,0,119.7893719,Pocillopora_dead,born,none
2018-2019,929,-1,403,0,36.63267237,Pocillopora_dead,born,none
2018-2019,224,-1,406,0,43.955652,Pocillopora_dead,born,none
2018-2019,930,-1,407,0,109.209266,Pocillopora_dead,born,none
2018-2019,931,-1,408,0,6.167655173,Pocillopora_dead,born,none
2018-2019,262,-1,409,0,41.8138582,Pocillopora_dead,born,none
2018-2019,262,-1,414,0,364.3093494,Pocillopora_dead,born,none
2018-2019,284,-1,415,0,833.1355701,Pocillopora_dead,born,none
2018-2019,224,-1,416,0,190.5441077,Pocillopora_dead,born,none
2018-2019,256,-1,419,0,312.4263942,Pocillopora_dead,born,none
2018-2019,932,-1,420,0,32.15801188,Pocillopora_dead,born,none
2018-2019,933,-1,422,0,39.29436217,Pocillopora_dead,born,none
2018-2019,272,-1,428,0,416.6277731,Pocillopora_dead,born,none
2018-2019,272,-1,429,0,193.3835397,Pocillopora_dead,born,none
2018-2019,224,-1,433,0,65.55133221,Pocillopora_dead,born,none
2018-2019,934,-1,434,0,52.5717063,Pocillopora_dead,born,none
2018-2019,935,-1,439,0,59.17482993,Pocillopora_dead,born,none
2018-2019,262,-1,442,0,243.315774,Pocillopora_dead,born,none
2018-2019,224,-1,443,0,357.1729991,Pocillopora_dead,born,none
