Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
0,-1,1,0.0,315.248052042,Pocillopora_dead,born,none
811,-1,3,0.0,339.44321228399997,Pocillopora_dead,born,none
812,-1,6,0.0,560.8255958315999,Pocillopora_dead,born,none
811,-1,8,0.0,416.7255312792,Pocillopora_dead,born,none
812,-1,12,0.0,231.58478720519997,Pocillopora_dead,born,none
813,-1,14,0.0,510.2845944371999,Pocillopora_dead,born,none
644,-1,18,0.0,80.10397680119999,Pocillopora_dead,born,none
814,-1,23,0.0,226.96348938120002,Pocillopora_dead,born,none
811,-1,26,0.0,495.6697400688,Pocillopora_dead,born,none
0,-1,27,0.0,491.6172173615999,Pocillopora_dead,born,none
46,-1,29,0.0,477.2467585511999,Pocillopora_dead,born,none
0,-1,40,0.0,222.7509986724,Pocillopora_dead,born,none
815,-1,41,0.0,49.2079347144,Pocillopora_dead,born,none
58,-1,46,0.0,340.7718354084,Pocillopora_dead,born,none
816,-1,52,0.0,47.23055247239999,Pocillopora_dead,born,none
817,-1,53,0.0,23.9196597948,Pocillopora_dead,born,none
0,-1,55,0.0,50.7853969524,Pocillopora_dead,born,none
818,-1,59,0.0,59.9480085996,Pocillopora_dead,born,none
46,-1,63,0.0,441.6138861948,Pocillopora_dead,born,none
46,-1,66,0.0,133.3111115556,Pocillopora_dead,born,none
85,-1,67,0.0,178.0488293364,Pocillopora_dead,born,none
58,-1,72,0.0,362.49193518119995,Pocillopora_dead,born,none
58,-1,76,0.0,116.5500198324,Pocillopora_dead,born,none
58,-1,78,0.0,398.3469853176,Pocillopora_dead,born,none
58,-1,80,0.0,399.90667333319993,Pocillopora_dead,born,none
58,-1,81,0.0,298.7357994324,Pocillopora_dead,born,none
85,-1,82,0.0,664.86700665,Pocillopora_dead,born,none
656,-1,84,0.0,72.5499322812,Pocillopora_dead,born,none
819,-1,86,0.0,139.18104850319997,Pocillopora_dead,born,none
46,-1,90,0.0,172.61436083759997,Pocillopora_dead,born,none
58,-1,91,0.0,285.87614952599995,Pocillopora_dead,born,none
91,-1,92,0.0,925.5037603679999,Pocillopora_dead,born,none
91,-1,93,0.0,107.2629886284,Pocillopora_dead,born,none
820,-1,94,0.0,685.1829428532,Pocillopora_dead,born,none
46,-1,99,0.0,51.585236960399996,Pocillopora_dead,born,none
821,-1,104,0.0,36.05501013839999,Pocillopora_dead,born,none
58,-1,105,0.0,234.50864678999994,Pocillopora_dead,born,none
822,-1,106,0.0,100.8198330084,Pocillopora,born,none
663,-1,109,0.0,41.11177641119999,Pocillopora_dead,born,none
58,-1,111,0.0,337.69689493320004,Pocillopora_dead,born,none
823,-1,112,0.0,32.3446412124,Pocillopora,born,none
663,-1,113,0.0,61.409938391999994,Pocillopora_dead,born,none
58,-1,118,0.0,117.32764206239999,Pocillopora_dead,born,none
91,-1,123,0.0,577.6755586667999,Pocillopora_dead,born,none
824,-1,125,0.0,1012.2108607907999,Pocillopora_dead,born,none
825,-1,126,0.0,65.15585576279999,Pocillopora_dead,born,none
58,-1,132,0.0,51.131994289199994,Pocillopora_dead,born,none
826,-1,139,0.0,32.158011877199996,Pocillopora_dead,born,none
827,-1,143,0.0,133.040054664,Pocillopora_dead,born,none
183,-1,148,0.0,129.3030244044,Pocillopora_dead,born,none
58,-1,149,0.0,351.3608284032,Pocillopora_dead,born,none
58,-1,158,0.0,38.5967239416,Pocillopora_dead,born,none
828,-1,159,0.0,82.27687548959999,Pocillopora,born,none
829,-1,162,0.0,72.37663361279999,Pocillopora_dead,born,none
830,-1,163,0.0,28.283231393999994,Pocillopora_dead,born,none
58,-1,165,0.0,331.0093437552,Pocillopora_dead,born,none
188,-1,168,0.0,79.384120794,Pocillopora_dead,born,none
831,-1,169,0.0,94.0434107184,Pocillopora_dead,born,none
832,-1,173,0.0,95.14096895159999,Pocillopora_dead,born,none
188,-1,178,0.0,121.67788299479999,Pocillopora_dead,born,none
833,-1,185,0.0,119.7671540868,Pocillopora_dead,born,none
834,-1,187,0.0,331.6847642064,Pocillopora_dead,born,none
91,-1,188,0.0,1031.393690316,Pocillopora_dead,born,none
188,-1,189,0.0,325.23716503079993,Pocillopora_dead,born,none
831,-1,193,0.0,269.412776028,Pocillopora_dead,born,none
183,-1,194,0.0,965.6512852139999,Pocillopora_dead,born,none
58,-1,195,0.0,87.7646666556,Pocillopora_dead,born,none
831,-1,198,0.0,285.6273104124,Pocillopora_dead,born,none
91,-1,199,0.0,851.4385756272,Pocillopora_dead,born,none
835,-1,200,0.0,185.86948719240002,Pocillopora_dead,born,none
836,-1,206,0.0,108.83156375519998,Pocillopora_dead,born,none
831,-1,208,0.0,954.342436212,Pocillopora_dead,born,none
193,-1,209,0.0,212.5885870152,Pocillopora_dead,born,none
91,-1,211,0.0,47.7771098112,Pocillopora_dead,born,none
837,-1,212,0.0,700.1888301143999,Pocillopora_dead,born,none
183,-1,223,0.0,519.9804327564,Pocillopora_dead,born,none
838,-1,228,0.0,32.5623754368,Pocillopora_dead,born,none
839,-1,229,0.0,1131.6358610963998,Pocillopora_dead,born,none
840,-1,235,0.0,307.66290263279996,Pocillopora_dead,born,none
841,-1,236,0.0,208.16724919319998,Pocillopora_dead,born,none
842,-1,238,0.0,88.40009510639999,Pocillopora,born,none
839,-1,239,0.0,62.72078729399999,Pocillopora_dead,born,none
839,-1,241,0.0,525.9970070388,Pocillopora_dead,born,none
843,-1,243,0.0,733.96429623,Pocillopora_dead,born,none
844,-1,245,0.0,243.995637996,Pocillopora,born,none
193,-1,246,0.0,449.2479147155999,Pocillopora_dead,born,none
831,-1,249,0.0,69.75493580879998,Pocillopora_dead,born,none
845,-1,250,0.0,59.574749929199996,Pocillopora_dead,born,none
839,-1,251,0.0,163.60283008079998,Pocillopora_dead,born,none
846,-1,254,0.0,291.2217469128,Pocillopora_dead,born,none
847,-1,256,0.0,38.1568119372,Pocillopora_dead,born,none
291,-1,258,0.0,532.3957271027999,Pocillopora_dead,born,none
225,-1,260,0.0,90.42635646,Pocillopora_dead,born,none
848,-1,266,0.0,134.0576288964,Pocillopora_dead,born,none
193,-1,267,0.0,548.1747930383999,Pocillopora_dead,born,none
849,-1,269,0.0,72.48327894719999,Pocillopora_dead,born,none
850,-1,271,0.0,72.8565376176,Pocillopora_dead,born,none
286,-1,272,0.0,384.58973717999993,Pocillopora,born,none
846,-1,273,0.0,83.8543377276,Pocillopora_dead,born,none
851,-1,275,0.0,45.5153400108,Pocillopora,born,none
852,-1,278,0.0,25.021661583599997,Pocillopora_dead,born,none
853,-1,279,0.0,619.2716826384,Pocillopora_dead,born,none
225,-1,281,0.0,31.487034981599994,Pocillopora_dead,born,none
255,-1,284,0.0,830.2828074155998,Pocillopora_dead,born,none
291,-1,285,0.0,960.9277856112,Pocillopora_dead,born,none
255,-1,287,0.0,825.5726384796,Pocillopora_dead,born,none
291,-1,288,0.0,53.8736680944,Pocillopora_dead,born,none
291,-1,290,0.0,31.233752312399996,Pocillopora_dead,born,none
291,-1,291,0.0,1244.3910844464,Pocillopora_dead,born,none
854,-1,297,0.0,529.4363190731999,Pocillopora_dead,born,none
855,-1,298,0.0,17.263213506,Pocillopora_dead,born,none
291,-1,300,0.0,204.981219828,Pocillopora_dead,born,none
291,-1,303,0.0,214.63706614679998,Pocillopora_dead,born,none
856,-1,309,0.0,62.43195618,Pocillopora_dead,born,none
301,-1,310,0.0,602.6838895835999,Pocillopora_dead,born,none
857,-1,311,0.0,559.0259558135999,Pocillopora_dead,born,none
